"UNITID","SITEID","UNITNAME","UNITHANDLE","UNITTYPEID","COLLECTID","DEPOSITID","COLLDATE","WATERDEPTH","NEO_HANDLE","UNIT_COMMT","COLL_SPEC","IS_CHAR","IS_IPPD","IS_NEOTOMA","UNIT_REF","NEO_UNITID"
388,"PAL00392","TAS1606SC2","TAS1606SC2",5,19,111,"",1,"","","","true","false","false","Romano:2018reduced",NA
389,"PAL00393","Redhead Lagoon E12b","REDE12B",5,21,111,"",2,"","","","true","false","false","Williams:2005thesis",NA
390,"PAL00393","Redhead Lagoon E12c","REDE12C",5,21,111,"",2,"","","","true","false","false","Williams:2005thesis",NA
391,"PAL00394","Redhead Lagoon F4c","REDF4C",5,21,111,"",2,"","","","true","false","false","Williams:2005thesis",NA
392,"PAL00395","RNX-A RNX-B composite","RENNIXAB",5,-9999,84,"",-9999.99,"","","","true","false","false","Hope:2019rennix",NA
393,"PAL00396","Repongaere Swamp_core1","REPONG",5,20,84,"",-9999.99,"","","","true","false","false","Wilmshurst:1996taupo",NA
394,"PAL00397","Ringarooma Humus Site 1_core1","RINGAHUM1",14,40,110,"",-9999.99,"","","","true","false","false","Dodson:1998ringarooma",NA
395,"PAL00398","Ringarooma Humus Site 2_core1","RINGAHUM2",14,40,110,"",-9999.99,"","","","true","false","false","Dodson:1998ringarooma",NA
396,"PAL00399","Ringarooma River Site 1_core1","RINGA1",5,14,-9999,"",-9999.99,"","","","true","false","false","Dodson:1998ringarooma",NA
397,"PAL00400","Ringarooma River Site 2_core1","RINGA2",5,14,-9999,"",-9999.99,"","","","true","false","false","Dodson:1998ringarooma",NA
398,"PAL00401","Robertson Cave RC","ROBERTCV",5,7,110,"",0,"","","","true","false","false","Atkins:2022preservation",NA
399,"PAL00402","Rock Arch Swamp_core1","ROCKARCH",5,-9999,-9999,"",0.1,"","","","true","false","false","Hope:2005rock",NA
400,"PAL00403","RPR-Monolith","ROCKYP",14,40,84,"13/12/2021",0,"","","","true","false","false","Turney:2021chronos",NA
401,"PAL00404","Rollen Swamp core RS","ROLLENSWP",5,20,84,"15/11/2017",0,"","","","true","false","false","Mooney:0000rollen",NA
402,"PAL00129","Rotten Swamp 1984 core","ROTTEN1984",5,20,84,"1/04/1984",-9999.99,"","","","true","false","false","Clark:1986rotten",NA
403,"PAL00129","Rotten Swamp Core 4","ROTTEN4",5,-9999,84,"",-9999.99,"","","","true","false","false","Hope:2008namadgi",NA
404,"PAL00405","Round Lake_core1","ROUNDLK",5,19,111,"",7.5,"","","","true","false","false","Chester:2004hawke",NA
405,"PAL00406","Ruined Hut Bog RH1","RH1",5,20,84,"",-9999.99,"","","","true","false","false","McGlone:1997old",NA
406,"PAL00407","Ruined Hut Bog RH2","RH2",5,20,84,"",-9999.99,"","","","true","false","false","McGlone:1997old",NA
407,"PAL00104","Ruisasi 2 Square A","RUISASI",6,5,29,"",0,"","","","true","false","false","Rowe:2020holocene",NA
408,"PAL00408","Ryans Swamp_core1","RYANSSWP",5,-9999,-9999,"",1,"","","","true","false","false","Radclyffe:1993jervis",NA
409,"PAL00409","Salisbury Lodge SL1","SALSL1",5,14,84,"",-9999.99,"","","","true","false","false","Shulmeister:2003cobb",NA
410,"PAL00032","SAN1","SAN1",5,20,111,"1/04/2016",1.25,"","","","true","false","false","Rehn:2020thesis",NA
411,"PAL00410","Sapphire Swamp_core1","SAPPHSWP",5,-9999,84,"",-9999.99,"","","","true","false","false","Dodson:1986barrington",NA
412,"PAL00411","Smiths Lagoon_core1","SMITHSLGN",6,5,111,"",-9999.99,"","","","true","false","false","Romanin:2016transition",NA
413,"PAL00412","Snobs Creek_core1","SNOBSCK",5,20,84,"",-9999.99,"","","","true","false","false","McKenzie:1997highlandsi",NA
414,"PAL00413","Snowy Flats_core1","SNOWYFLAT",5,-9999,-9999,"",-9999.99,"","","","true","false","false","Hope:2005brindabella",NA
415,"PAL00414","Solomons Jewel Lake_core1","SOLOMONJ",5,14,111,"",-9999.99,"","","","true","false","false","Dodson:2001solomons",NA
416,"PAL00415","Sondambile_core1","SONDAMB",5,-9999,111,"",4.8,"","","","true","false","false","Haberle:2005tropics",NA
417,"PAL00416","South Salvation Creek Swamp_core1","STHSALV",5,14,-9999,"",-9999.99,"","","","true","false","false","Kodela:1988chase",NA
418,"PAL00417","Specimen Cave SP","SPECIMEN",5,7,110,"",0,"","","","true","false","false","Weij:2022naracoorte",NA
419,"PAL00418","TAS1205","TAS1205",5,19,111,"1/01/2012",3.5,"","","","true","false","false","Mariani:2017pacific",NA
420,"PAL00419","Staces Tarn_core1","STACES",5,20,111,"",-9999.99,"","","","true","false","false","Pugh:2010heron",NA
421,"PAL00120","Stockyard Swamp Hunter Island_core1","STOCKYARD",5,20,84,"01/02/1977",0.1,"STOCKYRD","Interdunal lake","","true","true","true","Hope:1999response",11314
422,"PAL00075","Stoney Lagoon SL1","SL1",5,20,84,"1/04/2009",0,"","","","true","false","false","Jones:2017stoney",NA
423,"PAL00420","Storm Creek_core1","STRMCK",5,19,84,"",-9999.99,"","","","true","false","false","McKenzie:1997highlandsi",NA
424,"PAL00421","Strenekoff's Crater_core1","STRENEKO",5,-9999,-9999,"",0,"","","","true","false","false","Kershaw:1991comparison",NA
425,"PAL00145","Sundown Swamp_core1","SUNDOWN",5,-9999,84,"12/01/1978",-9999.99,"SUNDOWN","COREDATE source is IPPD","","true","true","true","Hope:1999response",11307
426,"PAL00422","Supulah Hill North Pond 1991 core","SUPULAH",5,20,84,"1/01/1991",1,"","","","true","false","false","Hope:1998baliem",NA
427,"PAL00423","Suttons Tarn Core 13A","SUTTONS13A",5,17,111,"2012",10.5,"","","","true","false","false","Stahle:2017cradle",NA
428,"PAL00134","Swallow Lagoon SLP2 SLP3 SL-2 composite","SWALLOW",5,19,111,"1/03/2011",5,"SWALLOW","Core is a composite of three cores. A large-diameter soft-sediment core was taken of the top 94 cm (core SLP2). A second small-diameter core (core SLP3) was taken of the top 250 cm to ensure penetration into the firm underlying sediment. Both were extruded at 1 cm intervals in the field. Core SL-2 (150–370 cm) was collected using a Livingstone corer and was correlated to SLP-3 using a conspicuous 7 cm thick band of sand that was evident at a depth of 235 cm in each core.","soft sediment corer, Livingstone corer","true","true","true","Mariani:2019rainfall",32448
429,"PAL00424","TS-425","TS425",5,7,84,"",-9999.99,"","","","true","false","false","May:2018framework",NA
430,"PAL00425","Tadpole Swamp_core1","TADPOLE",5,19,84,"",1,"","","","true","false","false","Aitken:1993cranbourne",NA
431,"PAL00076","Talita Kupai core 1","TALITA1",5,14,112,"",-9999.99,"","","","true","false","false","Rowe:2005history",NA
432,"PAL00077","Talita Kupai core 2","TALITA2",5,14,112,"",-9999.99,"","","","true","false","false","Rowe:2005history",NA
433,"PAL00089","EA204 Core 1 (Tamewhera)","EA204",5,20,84,"17/11/2015",-9999.99,"EA204","Neotoma/IPPD collection date: 06/03/2008","50 cm D-Section drives. Multiple cores collected","true","true","true","Prebble:2019polynesia",28703
434,"PAL00426","Tarahoka Swamp Core 1","TARAHOKA1",5,20,84,"1/09/2000",-9999.99,"","","","true","false","false","Ogden:2003waipoua",NA
435,"PAL00426","Tarahoka Swamp Core 2","TARAHOKA2",5,20,84,"1/12/2000",-9999.99,"","","","true","false","false","Ogden:2003waipoua",NA
436,"PAL00427","Tarraleah Bog_core1","TARRALEAH",5,20,84,"",-9999.99,"","","","true","false","false","Macphail:1984sclerophyll",NA
437,"PAL00428","Te Werahi Swamp Woolshed Core","TEWERAHI",5,20,84,"",3.5,"","","","true","false","false","Dodson:1988quaternary",NA
438,"PAL00429","Tea Tree Swamp Core DRA","TEATREEDRA",5,-9999,-9999,"1/01/1985",-9999.99,"","","","true","false","false","Gell:1993gippsland",NA
439,"PAL00430","Tea Tree Swamp Core DRE","TEATREEDRE",5,-9999,-9999,"1/01/1985",-9999.99,"","","","true","false","false","Gell:1993gippsland",NA
440,"PAL00431","Tea Tree Swamp Core DRN-A","TEATREEDRN",5,-9999,-9999,"1/11/1985",-9999.99,"","","","true","false","false","Gell:1993gippsland",NA
441,"PAL00105","Telefomin_core1","TELEFOM",5,20,84,"",0,"","","","true","false","false","Hope:1983telefomin",NA
442,"PAL00432","Terragong Swamp Borehole T1","TERRAG",5,14,84,"",-9999.99,"","","","true","false","false","Jones:1990illawarra",NA
443,"PAL00433","Teviot Swamp_core1","TEVIOTSWP",5,-9999,84,"",-9999.99,"","","","true","false","false","McGlone:2001origin",NA
444,"PAL00434","Three-Quarter Mile Lake_core1","TQMLK",5,-9999,111,"1/06/1997",3.8,"","","","true","false","false","Luly:2006threequarter",NA
445,"PAL00146","Tiam Point_core1","TIAMPOINT",5,14,84,"",-9999.99,"TIAMPOINT","","50x500 mm^2 D-section corer","true","true","true","Rowe:2005history",38492
446,"PAL00435","Tiger Snake Swamp_core1","TIGERSNK",5,20,84,"",0.8,"","","","true","false","false","Aitken:1993cranbourne",NA
447,"PAL00436","TS-Monolith","TIMMYSWP",14,40,84,"13/12/2021",0,"","","","true","false","false","Turney:2021chronos",NA
448,"PAL00437","Tiniroto Lakes swamp Core 1 Core 2 composite","TINIROTO",5,20,84,"",-9999.99,"","","","true","false","false","Li:2014tiniroto",NA
449,"PAL00438","Tipoeka Estuary core 1","TIPOEKA1",5,20,112,"",-9999.99,"","","","true","false","false","Ellison:2005irian",NA
450,"PAL00439","Tipoeka Estuary core 2","TIPOEKA2",5,20,112,"",-9999.99,"","","","true","false","false","Ellison:2005irian",NA
451,"PAL00440","Tobacco Lagoon_core1","TOBACCLGN",5,-9999,111,"1/12/2019",-9999.99,"","","","true","false","false","Adeleye:2021heathland",NA
452,"PAL00441","Tobani section","TOBANI",6,5,29,"",0,"","","","true","false","false","Haberle:1993tari",NA
453,"PAL00442","Toitoi Flat X81/16","TOITOI",5,20,84,"",-9999.99,"","","","true","false","false","McGlone:1996stewart",NA
454,"PAL00443","Tom Burns Missen Core TBM","TBM",5,19,84,"",-9999.99,"","","","true","false","false","McKenzie:1997highlandsi",NA
455,"PAL00443","Tom Burns D-section Core TBD","TBD",5,20,84,"",-9999.99,"","","","true","false","false","McKenzie:1997highlandsi",NA
456,"PAL00444","Tom Gregory Swamp_core1","TOMGREG",5,-9999,84,"",-9999.99,"","","","true","false","false","Hope:2005tom",NA
457,"PAL00017","Tom's Lake Bore 36342","TOMSLK",5,-9999,28,"",-9999.99,"","","","true","false","false","Martin:1987lachlan",NA
458,"PAL00445","VIC2104A","VIC2104A",5,18,111,"1/01/2021",-9999.99,"","","","true","false","false","Laming:2022legislation",NA
459,"PAL00135","Tortoise Lagoon TOR","TORD2013",5,14,111,"1/11/2007",0,"TORD2013","","","true","true","true","Moss:2013stradbroke",37801
460,"PAL00080","Township Lagoon TL1","TL1",5,20,111,"",-9999.99,"","","","true","false","false","Jones:0000township",NA
461,"PAL00080","Township Lagoon_core1","TOWNSHIP",5,19,111,"",-9999.99,"","","","true","false","false","Romanin:2016transition",NA
462,"PAL00446","Travis Swamp_core1","TRAVIS",5,-9999,84,"",-9999.99,"","","","true","false","false","McGlone:2009postglacial",NA
463,"PAL00446","Travis Swamp 1995 core","TRAVIS1995",5,-9999,84,"1995",0,"","","","true","false","false","Rose:2004holocene",NA
464,"PAL00447","Trig Road Swamp N03/f39","TRIGRD",6,5,84,"1/10/1986",0,"","","","true","false","false","Newnham:1990thesis",NA
465,"PAL00091","truwana East Coast Lagoon_core1","TEC",5,-9999,111,"08-12-2017",-9999.99,"TEC","COREDATE source is IPPD","","true","true","true","Adeleye:2021heathland",36059
466,"PAL00081","TUA1","TUA1",5,14,111,"1/09/2018",0,"","","","true","false","false","Hanson:2022fitzroy",NA
467,"PAL00448","Tugupugua Basin core T1","TUGUPT1",5,14,84,"",-9999.99,"","see UNITID 600","","true","false","false","Haberle:1993tari",NA
468,"PAL00449","Tullabardine Dam Location A B composite","TULLABAR",5,-9999,-9999,"",-9999.99,"","","","true","false","false","Colhoun:1986tullabardine",NA
469,"PAL00450","Tunapahore_core1","TUNAPAH",5,-9999,84,"",-9999.99,"","","","true","false","false","Wilmshurst:1996taupo",NA
470,"PAL00027","Two Mile Lake TML7","TML7",5,19,111,"",0.3,"","","","true","false","false","Gouramanis:2016two",NA
471,"PAL00451","Twyford Creek Dairymaid Plain_core1","TWYFORD",5,-9999,116,"",0,"","","","true","false","false","Fletcher:2021constructed",NA
472,"PAL00452","Tyrendarra Swamp_core1","TYRENDSWP",5,41,84,"",0.3,"","","","true","false","false","Builth:2008eccles",NA
473,"PAL00453","Umutekai Pollen Core","UMUTEKAI",5,14,84,"1/02/1987",0,"","","","true","false","false","Newnham:1990thesis",NA
474,"PAL00454","UB-Monolith","URELLA",14,40,84,"2022",0,"","","","true","false","false","Turney:2021chronos",NA
475,"PAL00455","Victoria Fossil Cave VFC","VICFOSSIL",5,7,110,"",0,"","","","true","false","false","Weij:2022naracoorte",NA
476,"PAL00456","Waiatarua_core1","WAIATARUA",5,21,111,"",-9999.99,"","","","true","false","false","Horrocks:2002auckland",NA
477,"PAL00457","Waihi Beach Swamp core WB1","WAIHI",5,14,84,"3/07/1991",-9999.99,"","","","true","false","false","Newnham:1995plenty",NA
478,"PAL00458","Waikaremoana core W1","WAIKEREM",5,19,111,"",100,"","","","true","false","false","Newnham:1998waikaremoana",NA
479,"PAL00459","Wairepo Lagoon_core1","WAIREPO",5,20,-9999,"",-9999.99,"","","","true","false","false","Davidson:1976masters",NA
480,"PAL00092","EA200 Core 2","EA200",5,20,84,"15/11/2015",-9999.99,"","","","true","false","false","Prebble:2019polynesia",NA
481,"PAL00058","Walala Core 2","WALALA",5,19,111,"1/09/2003",2,"","","","true","false","false","Prebble:2005vanderlin",NA
482,"PAL00460","Wangil Core Site_core1","WANGIL",5,7,84,"",-9999.99,"","","","true","false","false","Hope:2005aru",NA
483,"PAL00461","Wangrah Creek Transect WCT 8 Profile WC7","WC7",5,-9999,28,"",-9999.99,"","","","true","false","false","Prosser:1990fire",NA
484,"PAL00461","Wangrah Creek Transect WCT 8 Profile W49","W49",5,-9999,28,"",-9999.99,"","","","true","false","false","Prosser:1990fire",NA
485,"PAL00461","Wangrah Creek Transect WCT 8 Profile W51","W51",5,-9999,28,"",-9999.99,"","","","true","false","false","Prosser:1990fire",NA
486,"PAL00461","Wangrah Creek Transect WCT 8 Profile W52","W52",5,-9999,28,"",-9999.99,"","","","true","false","false","Prosser:1990fire",NA
487,"PAL00462","Warrananga_core1","WARRANANGA",5,20,111,"",0.2,"","","","true","false","false","Cupper:2005glacial",NA
488,"PAL00463","Warrimoo Oval Swamp_core1","WARRIMOO",5,20,-9999,"",-9999.99,"","","","true","false","false","Chalson:1991thesis",NA
489,"PAL00147","Waruid core 1","WARUID1",5,14,112,"",-9999.99,"WARUID","","50x500 mm^2 D-section corer","true","true","true","Rowe:2005history",38493
490,"PAL00148","Waruid core 2","WARUID2",5,14,112,"",-9999.99,"WARUID2","A 1.5 m core was collected c. 60m inland of the mangrove communities[...]Swamp and mangrove sediments were collected using a 50 × 500 mm^2 D-section corer, wrapped in plastic and sealed in split polyvinyl chloride tubing for transport. Core depth was determined by underlying bedrock, hard rock or compact clay. Core descriptions were performed prior to subsampling; sediment subsamples of 1 cm^3 were collected at 4 cm or 8 cm intervals. - (Rowe, 2007)","","true","true","true","Rowe:2005history",41662
491,"PAL00010","Wathumba A","WATHA",5,14,84,"1/07/2011",0.5,"","","","true","false","false","Moss:2016sandy",NA
492,"PAL00010","Wathumba B","WATHB",5,14,84,"1/07/2011",0.5,"WATHUMBAB","","","true","true","true","Moss:2016sandy",41831
493,"PAL00464","Waverly Beach pollen samples","WAVERLY",5,-9999,112,"",-9999.99,"","","","true","false","false","Bussell:1988wanganui",NA
494,"PAL00106","WC38","WC38",5,7,110,"2015",0,"","","","true","false","false","Matley:2020nullarbor",NA
495,"PAL00106","WC39","WC39 ",5,7,110,"2015",0,"","","","true","false","false","Matley:2020nullarbor",NA
496,"PAL00107","WS01","WS01",5,14,111,"1/06/2012",0,"","","","true","false","false","Mackenzie:2016geochemical",NA
497,"PAL00131","Welsby Lagoon WEL","WEL1986",5,14,111,"1/11/2009",0.5,"WEL1986","unclear how this core relates to NEO_HANDLE 'ROTTEN'","","true","true","true","Moss:2013stradbroke",37891
498,"PAL00132","Welsby Lagoon wetland edge core","WELEDGE",5,14,111,"2009",1.2,"","","","true","false","false","Barr:2017welsby",NA
499,"PAL00133","WL15-2","WL152",5,19,111,"2015",0.5,"","","","true","false","false","Cadd:2022application",NA
500,"PAL00108","WCS01","WCS01",5,14,111,"1/06/2012",1,"","","","true","false","false","Mackenzie:2016geochemical",NA
501,"PAL00465","Wet Lagoon_core1","WETLGN",5,18,84,"",-9999.99,"","","","true","false","false","Dodson:1986goulburn",NA
502,"PAL00466","Whangape Harbour Core A","WHANGA",5,21,112,"",-9999.99,"","","","true","false","false","Horrocks:2001whangape",NA
503,"PAL00467","Whangape Harbour Core B (4)","WHANGB",5,21,112,"",-9999.99,"","","","true","false","false","Horrocks:2001whangape",NA
504,"PAL00468","Wharau Road Swamp Borehole 5","WHARAU",5,14,84,"",-9999.99,"","","","true","false","false","Elliot:1997wharau",NA
505,"PAL00469","White Lagoon_core1","WHITELGN",5,19,111,"",-9999.99,"","","","true","false","false","Romanin:2016transition",NA
506,"PAL00470","Whitehaven Swamp_core1","WHITEHVN",5,19,84,"1/07/2001",1.1,"","","","true","false","false","Genever:2003whitehaven",NA
507,"PAL00471","Wildes Meadow Swamp_core1","WILDES",5,14,-9999,"",0,"","","","true","false","false","Kodela:1996thesis",NA
508,"PAL00472","Will02","WILL02",5,7,7,"1/12/2016",-9999.99,"","","","true","false","false","Graves:2019macrocharcoal",NA
509,"PAL00472","Will03","WILL03",5,7,7,"1/12/2016",-9999.99,"","","","true","false","false","Graves:2019macrocharcoal",NA
510,"PAL00009","Willigobung Swamp WG-1","WG1",5,19,84,"1984",-9999.99,"","","","true","false","false","Kemp:2014tablelands",NA
511,"PAL00473","Wilson Bog_core1","WILSON",6,5,84,"",0,"","","","true","false","false","Buckman:2009wilson",NA
512,"PAL00474","Wingecarribee Swamp W1","WINGECW1",5,14,84,"",-9999.99,"","","","true","false","false","Kodela:1996thesis",NA
513,"PAL00475","Wingecarribee Swamp W2","WINGECW2",5,14,84,"",-9999.99,"","","","true","false","false","Kodela:1996thesis",NA
514,"PAL00476","Winterton 1 X91/4","WINTERT1",6,5,84,"",0,"","","","true","false","false","McGlone:1995awatere",NA
515,"PAL00476","Winterton 2 X91/5","WINTERT2",14,40,84,"",0,"","","","true","false","false","McGlone:1995awatere",NA
516,"PAL00014","Witherspoon Swamp WS1","WS1",5,-9999,84,"1/10/2004",-9999.99,"WITHER1","The Witherspoon Swamp samples were prepared for pollen analysis using the technique developed by van der Kaars (1991). This involved using sodium pyrophosphate to disaggregate the sediments, which were then further processed by using sodium polytungstate (specific gravity of 2.0) to float the lighter organic fraction from the heavier minerogenic component. The samples then underwent acetolysis to darken the pollen grains, remove extraneous organic matter and improve their visibility under a light microscope. All samples were mounted in glycerol. Pollen identification and counting was undertaken using a light microscope at x 400 magnification and the pollen sum consisted of a minimum of 300 dryland pollen taxa. (Moss et al. 2012)","","true","true","true","Moss:2012sclerophyll",41832
517,"PAL00014","Witherspoon Swamp WS2","WS2",5,-9999,84,"1/11/2006",-9999.99,"WITHER2","The Witherspoon Swamp samples were prepared for pollen analysis using the technique developed by van der Kaars (1991). This involved using sodium pyrophosphate to disaggregate the sediments, which were then further processed by using sodium polytungstate (specific gravity of 2.0) to float the lighter organic fraction from the heavier minerogenic component. The samples then underwent acetolysis to darken the pollen grains, remove extraneous organic matter and improve their visibility under a light microscope. All samples were mounted in glycerol. Pollen identification and counting was undertaken using a light microscope at x 400 magnification and the pollen sum consisted of a minimum of 300 dryland pollen taxa. (Moss et al. 2012)","","true","true","true","Moss:2012sclerophyll",41833
518,"PAL00477","Wolgan Valley Swamp core C1","WOLGAN",5,20,84,"4/06/2011",0,"","","","true","false","false","Mooney:0000wolgan",NA
519,"PAL00478","Wombat Pool Core 12","WOMBAT",5,19,111,"2011",2,"","","","true","false","false","Stahle:2016cradle",NA
520,"PAL00479","Worimi Swamp L1","WORIMIL1",5,14,-9999,"",0.1,"","","","true","false","false","Mooney:2006proxy",NA
521,"PAL00480","Worimi Swamp L2","WORIMIL2",5,14,-9999,"",0.1,"","","","true","false","false","Mooney:2006proxy",NA
522,"PAL00481","Wyelangta_core1","WYELANGTA",5,-9999,7,"",-9999.99,"","","","true","false","false","McKenzie:2000wyelangta",NA
523,"PAL00482","Yakas Swamp_core1","YAKASSWP",5,21,7,"2000",-9999.99,"","","","true","false","false","DCosta:2009dargaville",NA
524,"PAL00149","Yakka Lagoon_core1","YAKKALGN",5,-9999,-9999,"05/12/2019",-9999.99,"YAK.LGN","COREDATE source is IPPD","","true","true","true","Adeleye:2021heathland",36062
525,"PAL00150","YAN 2 (Yanamuga)","YAN2",5,19,111,"01/01/1976",-9999.99,"YANAMUGA","COREDATE source is IPPD","","true","true","true","GarrettJones:1979markham",38178
526,"PAL00483","Yaouk Swamp_core1","YAOUKSWP",5,-9999,-9999,"",-9999.99,"","","","true","false","false","Keaney:0000yaouk",NA
527,"PAL00484","Yawi Ti_core1","YAWATI",5,-9999,84,"",-9999.99,"","","","true","false","false","Haberle:2007terrestrial",NA
528,"PAL00485","Yellow Marsh YM","YELLOWM",5,14,84,"1/12/2010",0,"","","","true","false","false","Watson:2022surrey",NA
529,"PAL00486","Yeni Swamp MSI core 1.3","YENI",5,-9999,84,"",0,"","","","true","false","false","Gillieson:1989environmental",NA
530,"PAL00487","Yombon Airstrip FIF/4","YOMBON",6,5,29,"1991",0,"","","","true","false","false","Lentfer:2010natural",NA
531,"PAL00082","Zurath Islet_core1","ZURATH06",5,7,84,"",-9999.99,"ZURATH06","A single core (at 310cm depth) was obtained from the swamp centre. D-section recovery was limited owing to the heavy nature of the subsurface clay, so sampling was carried out at approximately 10cm intervals using a sand auger. (Rowe, 2005)","50x500 mm^2 D-section corer","true","true","true","Rowe:2005history",41551
532,"PAL00491","Yarlington Tier","YARLINGT",5,20,90,"01/01/1989",-9999.99,"YARLINGT","","D section (5cm)","false","true","true","Harle:1993nothofagus",2944
533,"PAL00492","Eagle Tarn","EAGLTARN",5,31,111,"01/01/1975",-9999.99,"EAGLTARN","","modified Hiller corer","false","true","true","Macphail:1975pleistocene",11301
534,"PAL00493","Adamsons Peak","ADAMSONS",5,31,111,"01/01/1974",-9999.99,"ADAMSONS","Collection date is approximate.","modified Hiller corer","false","true","true","Macphail:1975pleistocene",11302
535,"PAL00494","Lake St Clair","CORECB1",5,42,10,"15/02/1996",-9999.99,"CORECB1","Substrate includes Jurassic dolerite and Permian and Triassic sedimentary rocks from the Parmeneer Supergroup.","","false","true","true","Hopf:2000cynthia",11398
536,"PAL00495","Jacksons Bog","JACKSONB",5,20,90,"01/01/1978",-9999.99,"JACKSONB","Valley mire","D section corer (5 cm)","false","true","true","Kershaw:1979jackson",11476
537,"PAL00496","Ringarooma River","RING_RR1",5,20,7,"01/01/1998",0.06,"RR1","This section consisted of 6 cm of water and unconsolidated organic matter overlying a medium brown peat from 6 to 55 cm depth, a sandy peat to about 77 cm depth and below this a coarse sand and gravel, with some organic matter.","","false","true","true","Dodson:1998ringarooma",11944
538,"PAL00496","Ringarooma River","RING_RH2",4,20,90,"01/01/1998",-9999.99,"RH2","Humus! Collected from Sphagnum mounds in smallhollows, and were collected as monoliths about15X15 cm in cross-section to the depth of the mineralsoil.","","false","true","true","Dodson:1998ringarooma",11945
539,"PAL00497","Madura cave","EXN62",6,5,29,"23/07/1973",-9999.99,"EXN62","","","false","true","true","Martin:1973nullarbor",35478
540,"PAL00498","Cave Bay Cave","CAVEBAYV78",6,5,103,"01/02/1976",-9999.99,"CAVEBAYV78","Because of blocks of roof fall the samples could not be obtained from a fixed location on the trench floor, nor is the precise interval sampled known, although it is bounded by the limits of the particular level.","","false","true","true","Hope:1978hunter",38168
541,"PAL00499","Cotters Lake","COTTER",5,31,8,"",-9999.99,"COTTER","","","false","true","true","Hope:1974wilsons",38481
542,"PAL00500","Darby Beach","DARBY",10,-9999,85,"",-9999.99,"DARBY","","","false","true","true","Hope:1974wilsons",38484
543,"PAL00501","Tidal River","TIDAL",10,-9999,85,"",-9999.99,"TIDAL","","","false","true","true","Hope:1974wilsons",38585
544,"PAL00502","Lake Carpentaria","LKCARP",5,3,9,"01/01/1982",-9999.99,"LKCARP","Reef Seeker Cruise collected 35 cores (22 have been examined and logged). Most cores were taken at depths >60m. Cores were taken in 1982.","","false","true","true","Torgersen:1988carpentaria",38587
545,"PAL00503","Sandy Creek","SANDCRK90",5,3,8,"04/07/1990",-9999.99,"SANDCRK90","","","false","true","true","Stephens:1990york",41547
546,"PAL00504","Boigu Gawat","BGUGWT06",5,20,85,"",-9999.99,"BGUGWT06","Use fossil pollen and spore counts, facilitated by modern pollen dispersal and preservation through analysis and statistical comparison with surface sediment and moss polster samples.","","false","true","true","Rowe:2005history",41552
547,"PAL00505","KG 951 VC 1","KG951VC1",5,21,112,"",60,"KG951VC1","marine sample; For examination of marine transport of pollen grains over the continental shelf, results from the topmost sections of cores KG 951 VC 1 and VC 2 collected from under 60 m of water by a vibrocorer from the James Cook University research vessel The James Kirby were used. The cores were taken from a former estuarine setting, which have also provided a record of mangrove development on the continental shelf during the early Holocene marine transgression (Grindrod et al., 1999, 2002). The carbonate sediments examined here accumulated after the mangrove facies and represent the period since stabilization of sea levels about 6000 years BP (Gagan et al., 1994).","","false","true","true","Moss:2005riverine",41766
548,"PAL00506","Magnificent Shelter","MAGSH",6,5,29,"",-9999.99,"MAGSH","","","false","true","true","Stephens:1990york",41827
549,"PAL00507","Red Bluff","RBLUFF",6,5,29,"",-9999.99,"RBLUFF","","","false","true","true","Stephens:1990york",41828
550,"PAL00508","Ooze Lake","OOZE1985",5,3,8,"01/01/1985",-9999.99,"OOZE1985","","","false","true","true","Macphail:1985activity",41829
551,"PAL00509","KG 951 VC 2","KG951VC2",5,21,112,"",60,"KG951VC2","marine sample; For examination of marine transport of pollen grains over the continental shelf, results from the topmost sections of cores KG 951 VC 1 and VC 2 collected from under 60 m of water by a vibrocorer from the James Cook University research vessel The James Kirby were used. The cores were taken from a former estuarine setting, which have also provided a record of mangrove development on the continental shelf during the early Holocene marine transgression (Grindrod et al., 1999, 2002). The carbonate sediments examined here accumulated after the mangrove facies and represent the period since stabilization of sea levels about 6000 years BP (Gagan et al., 1994).","","false","true","true","Moss:2005riverine",41851
552,"PAL00510","Lake Hanlon","HANLON",5,3,8,"",-9999.99,"HANLON","natural lake","","false","true","true","Macphail:1980beilschmiedia",39639
553,"PAL00511","Anouwe 2","ANOUWE2T1",10,-9999,8,"",-9999.99,"ANOUWE2T1","drained lake; Information on how the core was collected is limited - Trenches were dug 4 m and 50 m in from the edge of the swamp to determine when it was created and whether a pollen sequence could be obtained which might be able to show changes in the vegetation as a result of human interference with the landscape. The near-margin trench (Trench 1) was dug to a depth of 175 cm, at which point fine white sand with no noticeable coral fragments or shell within its grades into more consolidated beach rock. The second innter trench has a similar stratigraphy to Trench 1 but lacks the clay-rich Horizon 2. Sediment samples for dating and pollen analysis and carbonised particle counts were collected from 5 cm thick sections near the centre of each horizon in Trench 1. Additional dates were obtained from plant remains in the lower levels.","","false","true","true","Hope:1982aneityum",38278
554,"PAL00512","Lac Emeric","NCE1998",5,3,8,"",-9999.99,"NCE1998","","","false","true","true","Hope:1998caledonia",38177
555,"PAL00513","St. Louis Lac","STLOUISNC",5,20,85,"01/01/1991",-9999.99,"STLOUISNC","","","false","true","true","Stevenson:1995settlement",38173
