"VARIABLEID","TAXONID","VARELEMTID","VARUNITID","VARCONTXID","CREATED_AT","UPDATED_AT"
12588,9539,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
12816,9691,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
12831,22689,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
12900,9690,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
13660,23130,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
14443,23462,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
14444,23474,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
14445,23476,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
14446,23461,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
14447,23471,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
14448,23470,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
14449,23467,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
14450,23460,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
14451,23469,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
14452,23464,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
14453,23465,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
14454,23466,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
14456,23485,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
14457,23487,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
14458,23488,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
14459,23468,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
14460,23489,128,19,NA,"2024-04-10 11:40:03.030 +0200",NA
14461,1062,285,20,NA,"2024-04-10 11:40:03.030 +0200",NA
14462,1062,6,20,NA,"2024-04-10 11:40:03.030 +0200",NA
14472,23491,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
14473,23493,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
14474,23492,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
14475,23494,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
14476,23495,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
15690,18439,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
15921,23548,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
15922,9701,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
15923,22673,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16148,23636,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16150,3384,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16151,3385,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16152,23639,128,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16153,23640,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16154,23637,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16341,9905,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16342,23670,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16343,23673,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16344,23674,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16345,23675,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16346,23655,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16347,23676,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16348,23677,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16349,23678,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16350,23667,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16351,23668,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16352,23669,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16353,9901,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16354,23671,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16355,23672,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16356,23680,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16357,23681,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16358,23682,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16359,23683,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16360,23684,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16361,23685,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16362,23687,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16363,23688,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16364,23689,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16365,23690,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16366,23686,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16367,23691,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16368,23692,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16369,23693,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16370,23694,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16371,23695,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16372,23696,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16373,23679,128,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16374,23697,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16375,23698,128,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16376,348,362,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16377,23699,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16378,23700,128,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16379,23702,128,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16380,3385,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16381,23703,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16382,23704,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16383,23705,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16384,23706,128,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16385,23707,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16386,23708,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16387,23709,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16388,23663,128,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16389,23664,128,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16390,23665,128,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16391,23666,128,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16392,1062,363,20,NA,"2024-04-10 11:40:03.030 +0200",NA
16395,9831,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16396,9864,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16397,9867,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16398,9874,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16399,9879,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16400,9882,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16401,9883,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16402,9890,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16403,9909,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16404,9919,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16405,9931,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16406,23711,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16407,9949,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16408,9970,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16409,23714,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16410,23716,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16411,23715,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16412,23720,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16413,23721,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16414,23722,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16415,23724,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16416,23729,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16417,23731,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16418,23732,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16419,23733,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16420,23736,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16421,23737,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16422,23727,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16423,23738,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16424,23743,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16425,23744,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16426,23745,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16427,23746,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16428,23748,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16429,23750,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16430,23752,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16431,23755,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16432,9857,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16433,9858,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16434,9920,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16435,9929,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16436,23734,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16437,9968,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16438,23713,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16439,23749,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16440,23753,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16441,9923,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16442,9922,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16443,23718,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16444,23719,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16445,23740,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16446,9932,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16447,23730,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16448,23756,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16449,9892,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16450,9946,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16451,23758,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16452,23761,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16453,9619,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16454,23762,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16455,23757,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16456,9921,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16457,9933,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16458,23759,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16459,9840,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16460,23760,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16461,9911,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16462,9953,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16463,20591,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16464,23642,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16465,23643,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16466,23644,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16467,23645,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16468,23646,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16469,23647,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16470,23648,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16471,23649,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16472,23650,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16473,23652,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16474,23653,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16475,23654,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16476,23765,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16477,3384,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16478,23764,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16479,23767,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16480,23766,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16481,9865,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16482,9886,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16483,23768,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16484,23769,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16485,23771,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16486,23772,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16487,23773,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16488,23775,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16489,1062,364,43,NA,"2024-04-10 11:40:03.030 +0200",NA
16490,23780,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16491,23776,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16492,23777,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16495,23781,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16496,23782,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16497,23783,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16501,23789,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16502,23787,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16503,23790,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16504,23791,128,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16505,23792,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16522,9894,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16523,7638,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16524,9873,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16525,23793,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16526,23797,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16527,23798,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16528,9645,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16529,9969,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16530,23799,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
16531,1062,365,43,NA,"2024-04-10 11:40:03.030 +0200",NA
16533,23802,NA,23,NA,"2024-04-10 11:40:03.030 +0200",NA
16534,23803,NA,23,NA,"2024-04-10 11:40:03.030 +0200",NA
16655,23821,141,23,NA,"2024-04-10 11:40:03.030 +0200",NA
16656,23822,141,23,NA,"2024-04-10 11:40:03.030 +0200",NA
16657,20639,141,23,NA,"2024-04-10 11:40:03.030 +0200",NA
16658,23824,141,23,NA,"2024-04-10 11:40:03.030 +0200",NA
16659,23825,141,23,NA,"2024-04-10 11:40:03.030 +0200",NA
16660,23826,141,23,NA,"2024-04-10 11:40:03.030 +0200",NA
16661,23827,141,23,NA,"2024-04-10 11:40:03.030 +0200",NA
16662,1062,389,44,NA,"2024-04-10 11:40:03.030 +0200",NA
16663,1062,388,44,NA,"2024-04-10 11:40:03.030 +0200",NA
17326,9585,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
17959,9790,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18068,23913,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18069,23915,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18070,23924,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18071,23912,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18072,23821,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18073,23822,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18074,23917,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18075,23923,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18076,23925,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18077,23825,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18078,23927,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18079,23928,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18080,23929,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18081,23931,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18082,23932,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18083,23921,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18084,23824,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18085,23930,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18086,23827,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18087,23933,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18088,23916,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18089,23918,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18090,23919,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18091,23920,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18092,23922,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18093,23926,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18094,312,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18612,21803,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18615,9697,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18627,23979,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18727,9829,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18728,9944,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18729,24014,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18730,24016,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18731,24010,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18732,9900,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18733,9629,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18734,9940,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18735,24015,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18736,24017,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18737,24011,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18738,24012,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18739,24013,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18896,24027,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18907,24108,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18912,24114,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18931,9565,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
18943,1062,446,20,NA,"2024-04-10 11:40:03.030 +0200",NA
19007,9632,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
19009,9812,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
19426,9601,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
19486,23351,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
19698,12173,258,19,NA,"2024-04-10 11:40:03.030 +0200",NA
19983,9602,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
19985,9725,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
21046,16841,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
21051,9566,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
21097,12990,258,19,NA,"2024-04-10 11:40:03.030 +0200",NA
22580,9915,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
23100,9774,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
23324,12489,258,19,NA,"2024-04-10 11:40:03.030 +0200",NA
23528,9835,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
23540,25491,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
23541,25492,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
23816,9851,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
23836,9800,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
25550,11990,258,19,NA,"2024-04-10 11:40:03.030 +0200",NA
25788,26923,160,19,NA,"2024-04-10 11:40:03.030 +0200",NA
26214,27017,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
26642,33034,59,19,NA,"2024-04-10 11:40:03.030 +0200",NA
26854,751,141,28,NA,"2024-04-10 11:40:03.030 +0200",NA
28340,2131,376,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28425,27754,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28426,9617,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28427,27757,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28428,27766,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28429,27758,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28430,27759,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28431,27785,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28432,27756,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28433,27770,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28434,27755,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28435,27761,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28436,27767,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28437,27765,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28438,27764,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28439,27781,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28440,27782,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28441,9574,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28442,27778,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28443,27772,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28444,2983,59,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28445,27786,59,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28446,27787,59,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28447,5469,59,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28448,27788,59,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28449,14062,105,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28450,27791,570,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28451,27792,570,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28452,199,570,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28453,1062,569,20,NA,"2024-04-10 11:40:03.030 +0200",NA
28454,1062,568,20,NA,"2024-04-10 11:40:03.030 +0200",NA
28455,1062,389,20,NA,"2024-04-10 11:40:03.030 +0200",NA
28456,1062,388,20,NA,"2024-04-10 11:40:03.030 +0200",NA
28457,25239,258,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28458,10269,258,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28459,27793,258,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28460,27794,258,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28461,27771,160,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28462,27771,160,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28463,27784,160,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28464,27784,160,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28465,27774,160,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28466,27774,160,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28467,27768,160,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28468,27768,160,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28469,27775,160,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28470,27775,160,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28471,27776,160,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28472,27776,160,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28473,27780,160,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28474,27780,160,19,NA,"2024-04-10 11:40:03.030 +0200",NA
28485,27795,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28486,27796,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28487,27797,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28488,27800,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28489,27803,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28490,27804,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28491,27805,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28492,27809,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28493,27811,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28494,27814,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28495,27815,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28496,27817,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28497,27830,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28498,27819,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28499,27820,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28500,20809,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28501,27823,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28502,27824,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28503,27825,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28504,27827,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28505,27828,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28506,27831,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28507,14067,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28508,27833,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28509,27834,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28510,27836,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28511,27838,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28512,27841,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28513,14062,572,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28514,14062,571,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28515,14062,262,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28516,27844,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28517,14071,291,18,NA,"2024-04-10 11:40:03.030 +0200",NA
28518,27850,NA,75,NA,"2024-04-10 11:40:03.030 +0200",NA
28519,27851,NA,35,NA,"2024-04-10 11:40:03.030 +0200",NA
28520,27852,NA,35,NA,"2024-04-10 11:40:03.030 +0200",NA
28690,28001,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
31032,29027,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
31039,29088,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
31139,27379,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
31178,29111,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
31187,9569,166,19,NA,"2024-04-10 11:40:03.030 +0200",NA
31192,9813,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
31203,28987,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
31228,29129,141,19,NA,"2024-04-10 11:40:03.030 +0200",NA
