REFDBID,ABSTRACT,CREATED_AT,UPDATED_AT
Hanson:2022fitzroy,"The North-east Australian Coastal Catchments (NACC) are host to nationally significant wetland complexes, many of which, are ecologically connected to the Great Barrier Reef World Heritage area. However, these wetlands are subject to ongoing and increasing pressure from human activities such as the intensification of land use. Current wetland condition is monitored across the NACC, being assessed against a pre-development static baseline, which includes the use of Regional Ecosystem mapping of remnant and pre-clearing vegetation to provide a broadscale present-day biotic reference. Two sediment cores from wetlands within the Fitzroy Basin were analysed to establish a history of wetland variability and to identify the potential influence of climate and land-use changes over the past ~1000 years. Our results have provided long-term environmental reconstructions, showing wetland histories influenced by natural climate variability (El Niño--Southern Oscillation, the Little Ice Age), and environmental changes associated with European land-use intensification. This study is the first of its kind for wetlands located within the Fitzroy Basin.",2023-07-22 06:51:38.269 +0200,
Hanson:2023rainbow,"The Great Sandy National Park [K'gari (Fraser Island) and Cooloola] contains the largest subtropical patterned fen complexes in the world. These globally significant, groundwater-dependent ecosystems have been previously studied in relatively undisturbed areas on K'gari and were suggested to be resilient to changes in hydrology, sea level and wildfires. The Rainbow Beach patterned fens are under-studied systems thought to be formed in local perched aquifers. The palaeoenvironmental conditions required for the formation and continuation of these peatlands, and how they react to changes in hydroclimate, sea level and human activities are uncertain. We attempt to resolve this ambiguity using proxies for vegetation and environmental changes over the last ~12,770 cal yr BP from a sediment core located in the Rainbow Beach patterned fen complex. We infer the formation of an aquitard layer and Empodisma minus mire development at ~12,770 cal yr BP, with conditions conducive for patterning ~12,000--10,000 cal yr BP. Paludification occurred in the early Holocene, coincident with increased sea levels, which expanded the mire inland. Increased salt marsh taxa during this period coincides with decreased E. minus values, while further peatland development occurred ~4200 cal yr BP, suggesting that marine influences greatly effect these coastal peatlands. Evidence of vegetation thickening associated with post-European fire suppression was observed. Compared to those on K'gari, the Rainbow Beach complex appears to have initiated through different processes and show greater sensitivity to changes in sea levels. Therefore, subtropical patterned fens should be assessed independently to identify individual trajectories and sensitivities.",2023-07-22 06:51:38.269 +0200,
Harbor:2006fennoscandian,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Harden:2002flora,"This is a comprehensive revision of Volume 2 of the classic reference series, Flora of New South Wales, produced in association with the Royal Botanic Gardens, Sydney. The revision brings the work up to date by incorporating recent developments such as changes to species names, significant changes to classifications, as well as information on newly described plants. - Changes are integrated throughout the text. The plates have also been updated. Important native groups covered in Volume 2 include the Myrtaceae (which includes the Eucalypts) and Proteaceae (which includes the Grevilleas, Banksia and the state floral emblem, the Waratah). Both groups have been significantly reorganized.",2023-01-05 16:42:05.198 +0100,
Harkins:2007yellow,"We utilize topographic analysis of channel profiles combined with field measurements of erosion rates to explore the distribution of channel incision in the Anyemaqen Shan, a broad mountainous region in the northeastern Tibetan plateau. Tributary channels to the Yellow River display systematic downstream increases in channel gradient associated with convex upward longitudinal profiles. Steep lower reaches of channels are associated with rapid (>1 m/ka) incision rates along the Yellow River, while upstream reaches are associated with relatively slow (0.05-0.1 m/ka) erosion of soil-mantled uplands. Covariance between erosion rates and channel steepness indices suggest that channels are adjusted to match long-wavelength differential rock uplift across the range. Geologic constraints indicate that rapid incision downstream of the range is associated with excavation of basin fill driven by changes in relative base level farther downstream.  ... [_truncated_]",2022-07-10 16:01:09.673 +0200,2023-01-11 09:29:09.083 +0100
Harle:1993nothofagus,"Pollen analysis of the sediments of a small bog, supporting a stand of cool temperate rainforest in southeastern Tasmania, was undertaken in order to examine the history of the stand dominant, Nothofagus cunninghamii, presently growing outside its predicted climatic range. The pollen record covers at least the last 9000 years and reveals changes in the bog and in the surrounding vegetation, although pollen percentages of N. cunninghamii are sufficiently high to indicate that the species could have had a local presence throughout the recorded period. It is likely that this N. cunninghamii stand is relictual, surviving not only Holocene climates, but also the cool dry conditions of the last glacial period. This ability to survive changing and sometimes very unfavourable climates leads to the conclusion that great caution must be exercised in using present climates alone to predict the potential distribution of N. cunninghamii.",2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Harle:2002wangoom,"The chronology of a long pollen record from Lake Wangoom, one of the few long palaeoenvironmental records from southeastern Australia, is discussed in light of the acquisition of new uranium/thorium disequilibrium (UTD) dates. Of crucial importance has been the estimation of ages for two major pre-Holocene phases of forest expansion recorded in the sequence, with implications for the timing of periods of high effective precipitation in the region. The new UTD ages indicate that the oldest forest phase falls within the Penultimate Interglacial whereas the later phase corresponds with the Last Interglacial. This is older than indicated by previously reported UTD and radiocarbon dates, but confirms a chronology based on direct correlation with the pollen record from marine core E55-6. The new chronology of the Lake Wangoom sequence provides evidence that phases of sustained forest development in southeast Australia relate to interglacial periods. In comparison, interstadial periods appear to be characterised by only minor arboreal development. Marked differences in the pattern of vegetation development evident in each of the interglacials are thought to reflect varying climatic and anthropogenic influences.",2023-07-22 06:51:38.269 +0200,
Harris:1965princetown,ND,2023-01-05 16:42:05.198 +0100,
Harris:1972tertiary,ND,2023-01-05 16:42:05.198 +0100,
Harris:1982mystery,Ancient peoples who were already cultivating crops in Papua New Guinea more than 9000 years go left a series of prehistoric field systems in the form of raised mounds. David Harris and Billai Laba describe thse mounds and suggest why such a large and elaborate system should have been abandoned.,2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Harris:2000angelas,ND,2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Harris:2002windimurra,ND,2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Harrison:2000wilinyjibari,"This paper presents the results of the application of the newly developed absolute dating technique, the OCR carbon dating procedure, to a sequence of soil samples from a pre- and post-contact Aboriginal rockshelter site in the southeast Kimberley, Western Australia. This represents the first published set of OCR dates on Australasian soil samples from archaeological site contexts. The sequence of OCR dates has been paired with several [‘C dates as an initial trial of the technique under Australian conditions. The OCR procedure measures the site-specific rate of biodegradation of organic carbon in soils, which under most circumstances will closely approximate the age of artefacts and cultural features contained within them. Close agreement between paired OCR and I4C determinations from Wilinyjibari suggest that with further research, the OCR carbon dating procedure may have potential applications to both pre- and post-contact archaeological sites in Australia, particularly sites with little organic carbon from which to derive radiometric carbon dates. The paper provides a contribution to the growing literature on alternate chronometric methodologies in Australian archaeology.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Harrison:2008glaciar,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Harrison:2009middens,"This paper reports the archaeological salvage, radiocarbon dating and analysis of seven shell midden sites located south of Port Hedland, and makes observations regarding the archaeology of the Port Hedland region and the Abydos coastal plain. The excavations revealed an almost continuous sequence of archaeological sites dating between 5250calBP and 50calBP years. These include some of the earliest and latest radiocarbon ages associated with Anadara granosa dominated middens, shell mounds and earth mounds from northwestern Australia. Where earlier researchers had suggested that Anadara exploitation in northwestern Australia, and particularly on the Abydos plain and Burrup Peninsula, was limited to between 4200 and 1600 BP, these excavations demonstrate that the exploitation of Anadara shell in the Port Hedland region was continuous from at least 4400calBP (and possibly as early as 5350calBP) until the early twentieth century. Based on a consideration of their contents and ages, it is suggested that the various forms of shell accumulations in the study area, including shell mounds, earth mounds, surface scatters and stratified lenses of shell midden, are likely to vary more as a result of site formation processes than Aboriginal people's past gathering practices. This finding has broader implications for understanding the place of Anadara shell mounds and middens in the prehistoric regional economy of northwestern Australia.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Harrison:2010ireland,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Haslett:2008bchron,"We propose a new and simple continuous Markov monotone stochastic process and use it to make inference on a partially observed monotone stochastic process. The process is piecewise linear, based on additive independent gamma increments arriving in a Poisson fashion. An independent increments variation allows very simple conditional simulation of sample paths given known values of the process. We take advantage of a reparameterization involving the Tweedie distribution to provide efficient computation. The motivating problem is the establishment of a chronology for samples taken from lake sediment cores, i.e. the attribution of a set of dates to samples of the core given their depths, knowing that the age--depth relationship is monotone. The chronological information arises from radiocarbon (14C) dating at a subset of depths. We use the process to model the stochastically varying rate of sedimentation.",2023-06-07 13:21:55.322 +0200,
Hattanji:2019ashio,"Total and continuing denudation rates were estimated using cosmogenic nuclides and intensive field observations of sediment transport in two small basins (C3 and S3) from the Ashio Mountains, Japan. The C3 basin underlain by Triassic bedded chert, while the S3 basin has evolved in altered Jurassic sandstone-shale. Continuing denudation rates were estimated from the records of coarse sediment transport and stream discharge for 6 years (2004–2009), soil grain-size distribution, and dissolved load in stream water. A debris flow was observed and the volume was measured in C3 (chert). Concentrations of cosmogenic 10Be and 26Al in fluvial sand were measured to determine spatially-averaged total denudation rates for these basins on the basis of steady-state assumption. Continuing denudation rate for C3 (chert) basin excluding the debris-flow mass accounted for ~75\% of the total denudation rate as measured from the cosmogenic nuclides. Assuming a difference between the total and continuing denudation rates indicates the impact of repeat debris flows, the debris flows with the observed magnitude (the mass of 24 t) occur with the recurrence intervals of 100–550 years (mean 167 years) for C3 (chert) basin. For S3 (sandstone) basin, the continuous denudation rates were significantly smaller than the total rates, where debris flow had not occurred for at least 17 years. The large gap in the denudation rates with different time scales shows contribution of higher magnitude debris-flow events with longer recurrence intervals.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Hattestrand:2004drumlin,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Haworth:2004dugong,"The excavation in the 1890s of a skeleton of the warm-water marine mammal Dugong dugon, associated with Aboriginal artefacts, from a Botany Bay salt marsh, marked the beginning of speculation about climate and sea level change in Australia over the period of human occupation. The dugong bones have recently been dated, giving a conventional 14C age of 5520±70 years BP, which is consistent with three older 14C dates for a layer of buried trees that underlies much of the north Botany sediments. The carefully drawn cross-sections of depositional strata produced by the original discoverers allow further interpretation of the pattern of Holocene sea-level fluctuations in the Sydney region. Layers of estuarine sediment, such as the one containing the dugong skeleton, are inter-bedded with peat layers containing in situ roots and stumps, suggesting that the site alternated between sub-aerial exposure and submergence throughout the Holocene. ... [_truncated_]",2021-11-19 12:11:05.011 +0100,2023-01-11 09:27:38.765 +0100
Hazell:2004thesis,"A selection of palaeoecological proxies were tested on two raised, ombrotrophic, restiad peat bog sites from the North Island of New Zealand. With varying degrees of success, peat humification, testate amoebae, plant macrofossil and charcoal analyses contributed to determining the palaeomoisture records from three cores on each site. Climatic inferences have successfully been made for the Waikato region, mid North Island, over the period between the Tuhua (6,130±30 14C years BP; 6,800-7,150 cal. years BP) and Taupo (1,850±10 14C years BP; 1,650-1,800 cal. years BP) tephras. 47 AMS radiocarbon ages contributed to the production of age-depth models. The peat humification records have a resolution of 20-30 years and are the first replicated records for this region. Whilst peat humification and charcoal were the most successful analyses, the limited plant macrofossil work has also shown potential. Testate amoebae analysis, however, was not appropriate for these particular sites due to extremely low fossil test abundances. From the peat humification record, the main palaeomoisture trend identified in all cores is a shift towards wetter conditions c.5,000-4,000 cal. years BP. This is thought to have resulted from stronger westerly circulation, driven by increasing temperature and pressure gradients across the Southern Ocean from equatorial to polar latitudes. This in turn is likely to have been due to an increasing differential between insolation received at these latitudes, ultimately forced by the precessional cycle. The 'Mid-Holocene Transition' to wet conditions appears to contradict previous work from New Zealand that infers a drier late Holocene. This apparent contradiction can, however, be reconciled by increasing seasonality that would also explain the rise in charcoal abundance following the Mid-Holocene Transition. Colder, wetter winters resulted from decreasing winter (June) insolation and stronger rain-bearing westerlies, causing a decrease in peat humification. Warmer, drier summers resulted from an increase in summer (December) insolation and caused increased regional burning. An intensifying ENSO signal at the mid-Holocene is also thought to be responsible for increased drought occurrence and weather extremes.",2023-07-28 11:01:26.780 +0200,
He:2020weihe,"The tectonic activity and potential for linkage of adjacent active faults are crucial for seismic assessment. As the two largest faults that bound the Weihe Graben (central China), the Qinling Northern Piedmont Fault (QNF, ~200 km) and the Huashan Piedmont Fault (HPF, ~150 km) are mainly responsible for seismic risk in this densely-populated area, where the 1556 M 8.5 Huaxian earthquake occurred with 830,000 fatalities. However, their tectonic activity and the degree of interaction remain poorly constrained, hampering an adequate seismic risk assessment of the Weihe Graben. Here, we integrate 23 new 10Be-derived catchment-averaged denudation rates of ~0.06–0.32 mm/yr with topographic metrics to evaluate the seismic risk. The results demonstrate that the landscape of the Qinling and Huashan Mountains is in transient state in response to the tectonic perturbations of the QNF and the HPF, with tectonic knickpoints formed along main streams and tributaries, and widespread un- stable drainage divides. These two faults have comparable tectonic activity, and are potentially capable of gener- ating earthquakes with the maximum magnitude of Mw ~7.7–7.9. Moreover, they have likely started linking, posing a greater seismic risk than previously estimated.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Head:1980aire,ND,2023-07-22 06:51:38.269 +0200,
Head:1983glennie,"In recent years, increasing use has been made in Australia and the Pacific of samples of marine and freshwater prehistoric shell samples as materials for obtaining radiocarbon dates for dating sites. This has sometimes been the case because only shell was present, as for example in a midden dump where charcoal was originally absent or where the charcoal had been washed or leached away subsequent to deposition. However even when charcoal is present in a deposit, shell may be preferred because of the structure of the midden, where the shell lenses are packed with greater stability and demonstrable stratigraphic integrity than the surrounding deposits; or where it is believed that charcoal specks may have moved through the midden matrix subsequent to initial deposition.  ... [_truncated_]",2021-11-19 12:11:05.011 +0100,2023-01-11 09:28:25.710 +0100
Head:1985bridgewater,"Pollen analysis of sediment samples from archaeological sites, whether to provide environmental background or to address particular problems of the prehistory, has become commonplace in other parts of the world (e.g. Griffin 1961; Martin and Byers 1965; Schoenwetter 1974a; Dimbleby 1976; Fall et al. 1981; Bryant and Holloway 1983), but is still in its infancy in Australia. This paper presents the results of pollen analysis of sediments from the Bridgewater Caves, in the far southwest corner of Victoria, which were excavated by Harry Lourandos (1976, 1980, 1983) between 1975 and 1977.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Head:1988discovery,"The results of pollen, sedimentary and charcoal analyses of four cores and three peat profiles are presented. Casuarina woodland dominated the dryland vegetation over at least the past 6000 years, with a Melaleuca lanceolata-composite scrub association on the dunes. There is no evidence of higher sea levels in the area in the past 6000 years, with the present freshwater backdune swamp and lake systems being maintained or expanded. After a period of regional dune building between about 6000 and 4000 years BP, dune mobilization and advance in the last 4000 years or so overrode seaward brackish and fresh swamp systems. This dune advance severed Long Swamp from the Glenelg River estuary and precipitated the development of freshwater swamp conditions there. Burning of the swamp surface, often associated with the presence of Typha, is evident in a number of peat samples and is probably primarily anthropogenic. Continuous low-level burning occurred throughout the dryland vegetation of the region but is not associated with any long-term or widespread vegetation change. None of the environmental changes identified require a purely climatic explanation, and all have relevance for discussions of the regional prehistory.",2023-07-22 06:51:38.269 +0200,
Head:1989condah,"Sediment dating and pollen analysis are used to reconstruct environments at Lake Condah and Condah Swamp, Victoria, and thus to suggest the most likely dates for the associated stone fishtrap systems. It is argued that, since there has been water in the Condah basin for at least 8000 years, some of the traps could have been operable for that long. However, even the lowest traps were out of range of normal water depth until about 2000 BP. It is therefore most likely that systematic use of the traps was confined to the late prehistoric period.",2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Head:1989radiocarbon,"The radiocarbon dating of temperate zone and cold climate peats has yielded quite workable chronological sequences, providing the surface plant growth has not consisted of species having long penetrating roots. Godwin and Willis (1959) dated peat/wood sample pairs, and indicated that contamination in certain peat bogs could be negligible. Polach and Singh (1980) have shown that problems can occur in obtaining an accurate chronological sequence from an acid peaty swamp when roots from surface plants penetrate the lower peat layers. In ths case it is highly probable that dissolved organic material has mixed with stratigraphicaly lower peat so that the contamination of the relevant peat samples by both older and younger material has occurred. Contamination of older material also occurs when peat samplers drag down younger root and stem materia. Results obtained by Colhoun et al. (1982) strongly indicate that in a swamp area within a karst environment fed by alkaline ground water, secular equilibrium may occur once degradation of plant material reaches a certain stage. In this case, the swamp concerned is Pulbeena Swmp, Tasmania, and an equilibrium situation with ages around 45,000 years BP have been determined covering a depth from 165cm to 425cm. Contamination of samples can occur by both physical and chemical means. Hence pretreatment techniques for the radiocarbon dating of these samples need to take this into account (Gupta and Polach, 1985). These pretreatment techniques can inolve wet sieving to remove any coarse fibrous component which may not be contemporaneous with the sample matrix, and treatment of the samlpe material with hot dilute sodium hydroxide solution to isolate any mobile humic components within the sample. A comparison of 14C ages from both physical and chemical fractions of the peat samples may indicate the possible type and nature of sample contamination, since it is highly likely that the contaminating material would be either concentrated or isolated in one of the sample fractions (Gupta and Polach, 1985).",2022-10-09 20:04:07.350 +0200,
Healey:1980derwent,"Aboriginal midden sites dated in the Derwent Estuary reveal the earliest shellsh exploitation in this region at about 6,000 BP. This early period of shellfish exploitation incorporates the mid-Hohcene phase where climates became increasingly rigorous (MacphaiL 1979) and where cooler and drier conditions are expressed in the types of deposition found in Southeast Tasmanian river valleys (Goede 1973). ... [_truncated_]",2022-07-10 16:01:09.673 +0200,2023-01-11 09:27:26.353 +0100
Heaton:2020marine,"The concentration of radiocarbon (14C) differs between ocean and atmosphere. Radiocarbon determinations from samples which obtained their 14C in the marine environment therefore need a marine-specific calibration curve and cannot be calibrated directly against the atmospheric-based IntCal20 curve. This paper presents Marine20, an update to the internationally agreed marine radiocarbon age calibration curve that provides a non-polar global-average marine record of radiocarbon from 0--55 cal kBP and serves as a baseline for regional oceanic variation. Marine20 is intended for calibration of marine radiocarbon samples from non-polar regions; it is not suitable for calibration in polar regions where variability in sea ice extent, ocean upwelling and air-sea gas exchange may have caused larger changes to concentrations of marine radiocarbon. The Marine20 curve is based upon 500 simulations with an ocean/atmosphere/biosphere box-model of the global carbon cycle that has been forced by posterior realizations of our Northern Hemispheric atmospheric IntCal20 14C curve and reconstructed changes in CO2 obtained from ice core data. These forcings enable us to incorporate carbon cycle dynamics and temporal changes in the atmospheric 14C level. The box-model simulations of the global-average marine radiocarbon reservoir age are similar to those of a more complex three-dimensional ocean general circulation model. However, simplicity and speed of the box model allow us to use a Monte Carlo approach to rigorously propagate the uncertainty in both the historic concentration of atmospheric 14C and other key parameters of the carbon cycle through to our final Marine20 calibration curve. This robust propagation of uncertainty is fundamental to providing reliable precision for the radiocarbon age calibration of marine based samples. We make a first step towards deconvolving the contributions of different processes to the total uncertainty; discuss the main differences of Marine20 from the previous age calibration curve Marine13; and identify the limitations of our approach together with key areas for further work. The updated values for ΔR, the regional marine radiocarbon reservoir age corrections required to calibrate against Marine20, can be found at the data base http://calib.org/marine/.",2023-06-12 11:56:15.528 +0200,2023-06-12 11:56:15.528 +0200
Hebenstreit:2011taiwanese,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Hedges:1995radiocarbon,"This twentieth list of accelerator dates consists mainly of material dated since the beginning of 1993. but includes a number of measurements made earlier in the dating programme. The dates have been achieved by the methods described in Law and Hedges (1989), Hedges et al. (1989; 1992). Determinations with OxA numbers greater than 2095 were measured on the CO, gas ion-source (Bronk and Hedges 1989) rather than on the previous iron-graphite system.",2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Hedrick:2011india,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Hedrick:2017waqia,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Heimsath:1997soil,"Hilly and mountainous landscapes are partially to completely covered with soil under a wide range of erosion and uplift rates, bedrock type and climate. For soil to persist it must be replenished at a rate equal to or greater than that of erosion. Although it has been assumed for over 100 years that bedrock disintegration into erodable soil declines with increasing soil mantle thickness no field data have shown this relationship. Here we apply two independent field methods for determining soil production rates to hillslopes in northern California. First, we show that hillslope curvature (a surrogate for soil production7) varies inversely with soil depth. Second, we calculate an exponential decline of soil production rates with increasing soil depth from measurements of the in situ produced cosmogenic 10Be and 26Al concentrations in bedrock sampled under soils of different depths. Results from both methods agree well and yield the first empirical soil production function. We also illustrate how our methods can determine whether a landscape is in morphological equilibrium or not.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Heimsath:2000retreating,"The functional dependence of bedrock conversion to soil on the overlying soil depth (the soil production function) has been widely recognized as essential to understanding landscape evolution, but was quantified only recently. Here we report soil production rates for the first time at the base of a retreating escarpment, on the soil-mantled hilly slopes in the upper Bega Valley, southeastern Australia. Concentrations of 10Be and 26Al in bedrock from the base of the soil column show that soil production rates decline exponentially with increasing soil depth. These data define a soil production function with a maximum soil production rate of 53 m/m.y. under no soil mantle and a minimum of 7 m/m.y. under 100 cm of soil, thus constraining landscape evolution rates subsequent to escarpment retreat. The form of this function is supported by an inverse linear relationship between topographic curvature and soil depth that also suggests that simple creep does not adequately characterize the hillslope processes. Spatial variation of soil production shows a landscape out of dynamic equilibrium, possibly in response to the propagation of the escarpment through the field area within the past few million years. In addition, we present a method that tests the assumption of locally constant soil depth and lowering rates using concentrations of 10Be and 26Al on the surfaces of emergent tors.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Heimsath:2001australia,"Late Quaternary rates of apparent soil production, bedrock incision, and average erosion are determined for the southeastern highlands of Australia using in situ produced cosmogenic nuclide concentrations of 10Be and 26Al. Apparent soil production rates define a steep, inverse exponential function of soil depth with a maximum of 143 m Ma−1 under zero soil depth. There were no observed soil depths between about 25 cm and zero, however, such that the maximum observed rate is about 50 m Ma−1. The Bredbo River catchment average erosion rate is 15±1 m Ma−1, and is similar to the average hillslope erosion rate of 16±1 m Ma−1. Bedrock incision rates average 9 m Ma−1 and suggest that the higher rates of hillslope erosion may be in response to a pulse of incision, perhaps generated by knickpoint propagation. Bedrock erosion rates inferred from a tor profile average 3.8 m Ma−1, with higher rates on other, more weathered tor tops. An aboveground tor profile of nuclide concentrations is consistent with a simple model of rapid stripping of the surrounding saprolite, supporting the view that at least one episodic period of increased denudation has affected the landscape evolution of the highlands. We test this hypothesis by using a simple landscape evolution model to reasonably predict the spatial variation of soil depth as well as the emergence of tors.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Heimsath:2009arnhem,"We report erosion rates and processes, determined from in situ ‐produced beryllium‐10 (10Be) and aluminum‐26 (26Al), across a soil‐mantled landscape of Arnhem Land, northern Australia. Soil production rates peak under a soil thickness of about 35 cm and we observe no soil thicknesses between exposed bedrock and this thickness. These results thus quantify a well‐defined ‘humped’ soil‐production function, in contrast to functions reported for other landscapes. We compare this function to a previously reported exponential decline of soil production rates with increasing soil thickness across the passive margin exposed in the Bega Valley, south‐eastern Australia, and found remarkable similarities in rates. The critical difference in this work was that the Arnhem Land landscapes were either bedrock or mantled with soils greater than about 35 cm deep, with peak soil production rates of about 20 m/Ma under 35–40 cm of soil, thus supporting previous theory and modeling results for a humped soil production function. We also show how coupling point‐specific with catchment‐averaged erosion rate measurements lead to a better understanding of landscape denudation. Specifically, we report a nested sampling scheme where we quantify average erosion rates from the first‐order, upland catchments to the main, sixth‐order channel of Tin Camp Creek. The low (∼5 m/Ma) rates from the main channel sediments reflect contributions from the slowly eroding stony highlands, while the channels draining our study area reflect local soil production rates (∼10 m/Ma off the rocky ridge; ∼20 m/Ma from the soil mantled regions). Quantifying such rates and processes help determine spatial variations of soil thickness as well as helping to predict the sustainability of the Earth's soil resource under different erosional regimes. Copyright 2009 John Wiley and Sons, Ltd.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Heimsath:2010bega,"We report erosion rates determined from in situ produced cosmogenic 10Be across a spectrum of Australian climatic zones, from the soil-mantled SE Australian escarpment through semi-arid bedrock ranges of southern and central Australia, to soil-mantled ridges at a monsoonal tropical site near the Arnhem escarpment. Climate has a major effect on the balance between erosion and transport and also on erosion rate: the highest rates, averaging 35 m Ma−1, were from soil-mantled, transport-limited spurs in the humid temperate region around the base of the SE escarpment; the lowest, averaging about 1.5 m Ma−1, were from the steep, weathering-limited, rocky slopes of Kings Canyon and Mt Sonder in semi-arid central Australia. Between these extremes, other factors come into play including rock-type, slope, and recruitment of vegetation. We measured intermediate average erosion rates from rocky slopes in the semi-arid Flinders and MacDonnell ranges, and from soil-mantled sites at both semi-arid Tyler Pass in central Australia and the tropical monsoonal site. At soil-mantled sites in both the SE and tropical north, soil production generally declines exponentially with increasing soil thickness, although at the tropical site this relationship does not persist under thin soil thicknesses and the relationship here is ‘humped’. Results from Tyler Pass show uniform soil thicknesses and soil production rates of about 6.5 m Ma−1, supporting a longstanding hypothesis that equilibrium, soil-mantled hillslopes erode in concert with stream incision and form convex-up spurs of constant curvature. Moreover, weathering-limited slopes and spurs also occur in the same region: the average erosion rate for rocky sandstone spurs at Glen Helen is 7 m Ma−1, similar to the Tyler Pass soil-mantled slopes, whereas the average rate for high, quartzite spurs at Mount Sonder is 1.8 m Ma−1. The extremely low rates measured across bedrock-dominated landscapes suggest that the ridge–valley topography observed today is likely to have been shaped as long ago as the Late Miocene. These rates and processes quantified across different, undisturbed landscapes provide critical data for landscape evolution models.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Heimsath:2020equilibrium,"The textbook concept of an equilibrium landscape, which posits that soil production and erosion are balanced and equal channel incision, is rarely quantified for natural systems. In contrast to mountainous, rapidly eroding terrain, low relief and slow‐eroding landscapes are poorly studied despite being widespread and densely inhabited. We use three field sites along a climosequence in South Africa to quantify very slow (2‐5 m/My) soil production rates that do not vary across hillslopes or with climate. We show these rates to be indistinguishable from spatially invariant catchment‐average erosion rates while soil depth and chemical weathering increase strongly with rainfall across our sites. Our analyses imply landscape‐scale equilibrium although the dominant means of denudation varies from physical weathering in dry climates to chemical weathering in wet climates. In the two wetter sites, chemical weathering is so significant that clay translocates both vertically in soil columns and horizontally down hillslope catenas, resulting in particle size variation and the accumulation of buried stone lines at the clay‐rich depth. We infer hundred‐thousand‐year residence times of these stone lines and suggest that bioturbation by termites plays a key role in exhuming sediment into the mobile soil layer from significant depths below the clay layer. Our results suggest how tradeoffs in physical and chemical weathering, potentially modulated by biological processes, shape slowly eroding, equilibrium landscapes.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Hein:2009patagonia,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Hein:2010argentine,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Hein:2011outwash,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Hein:2011weddell,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Hein:2014scatter,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Hein:2016evidence,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Hein:2016thinning,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Hein:2017regional,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Heine:2009brandenburg,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
