ELEMTYPEID,ELEMENTYPE,ELMTSOURCE,CREATED_AT,UPDATED_AT
908,18S rRNA,10,2024-03-15 11:19:09.687 +0100,
909,trnL p6-loop,10,2024-03-15 11:19:09.687 +0100,
910,spherules,10,2024-03-15 11:19:09.687 +0100,
911,concentration error,10,2024-03-15 11:19:09.687 +0100,
912,influx,10,2024-03-15 11:19:09.687 +0100,
913,clump,10,2024-03-15 11:19:09.687 +0100,
914,added,10,2024-03-15 11:19:09.687 +0100,
915,remains,10,2024-03-15 11:19:09.687 +0100,
916,tetrad,10,2024-03-15 11:19:09.687 +0100,
917,105°c,10,2024-03-15 11:19:09.687 +0100,
918,counted (non-dino),10,2024-03-15 11:19:09.687 +0100,
919,650°c,10,2024-03-15 11:19:09.687 +0100,
920,charred leaf fragment,10,2024-03-15 11:19:09.687 +0100,
921,charred needle fragment,10,2024-03-15 11:19:09.687 +0100,
922,seed wing fragment,10,2024-03-15 11:19:09.687 +0100,
923,ommatidium,10,2024-03-15 11:19:09.687 +0100,
924,kyste,10,2024-03-15 11:19:09.687 +0100,
925,125-500 μm,10,2024-03-15 11:19:09.687 +0100,
926,charred remain,10,2024-03-15 11:19:09.687 +0100,
