"CHRONLGYID","NEO_UNITID","AGETYPEID","CONTACTID","IS_DEFAULT","CHRONNAME","PREPDATE","AGEMODEL","AGEYOUNG","AGEOLD","CHRONNOTE","UNITID"
25526,28677,2,9599,"true","Tinner et al. (1998)","","LERP",-44,30,"",NA
25527,28679,9,936,"true","Neotoma 1","11/03/2019","Bacon",-40,4960,"Age model based on IntCal13 calibration curve.Bacon command line: Bacon('OCFIXA',d.max=276,depths.file=TRUE)Bacon settings: 0 #d.min276 #d.max1 #d.by1 #depths.fileNA #slump20 #acc.mean1.5 #acc.shape0.7 #mem.mean4 #mem.strengthNA #hiatus.depths1000 #hiatus.mean1 #hiatus.shape0 #BCAD1 #cc0 #postbombIntCal13 #cc1Marine13 #cc2SHCal13 #cc3ConstCal #cc4cm #unit0 #normal3 #t.a4 #t.b0 #d.R0 #d.STD0.95 #prob",NA
25528,28680,2,9599,"true","Calibrated IntCal13","01/01/2016","lowess",-50,18900,"IntCal13",NA
25529,28680,5,9599,"true","Tinner et al. (1999) Uncalibrated","","lowess",-50,16500,"",NA
25530,28680,2,9599,"false","Tinner et al. (1999) Calibrated","","lowess",-50,19500,"Calib 3.03",NA
25531,28681,2,13847,"true","Rey et al. (2017)","","Smoothing spline 0.23 (clam)",-60,18700,"IntCal13",NA
25532,1398,5,969,"false","EPD","01/03/1995","LERP",900,11300,"Two dates were not taken into account.",NA
25533,1398,5,44,"true","GPD 1","20/10/1999","LERP",0,11300,"Chron uses top (0 BP) and 8 radiocarbon dates. Reversed date at 70.5 cm (7580±315) not used.",NA
25534,1398,9,8770,"false","CAL BP","01/01/2011","LERP",0,13000,"CAL BP age with CLAM (Blaauw) sigma 2",NA
25535,1398,9,8772,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",40,13190,"Smooth spline age model. Based on IntCal09 calibration curve.",NA
25536,28687,5,8720,"true","C14 BP","01/01/2013","LERP",10,6800,"C14 BP age with Tilia (Grimm)",NA
25537,28687,9,8768,"true","cal yr BP","01/01/2012","cubic spline interpolation between dates",-46,7500,"CAL BP age with CLAM (Blaauw, 2010)",NA
25538,28689,5,968,"true","EPD default","18/05/1998","LERP",9980,12810,"No diagram available so interpolation based on simple linear regression. Care needed when using information.",NA
25539,28689,9,8720,"true","CAL BP","01/03/2019","LERP",11500,14800,"Calibrtated age BP. with CLAM (Blaauw) sima 2, Intcal13",NA
25540,28690,4,1323,"true","Author preferred","01/01/1997","LERP",14,10934,"Varve years chronology BP (Annually laminated sediments) Ages corrected for a hiatus within Younger Dryas by adding 320 years.",NA
25541,28690,9,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",10,10940,"Linear age model. Based on IntCal09 calibration curve. Preparer notes: Age model present probably based on varve counts",NA
25542,4383,9,8713,"true","Bacon (Kuneš et al. 2015)","28/04/2014","Bacon 2.2",0,15400,"0 #d.min492 #d.max1 #d.by1 #depths.file #slump20 #acc.mean1.5 #acc.shape0.7 #mem.mean4 #mem.strengthNA #boundaryNA #hiatus.depths10000 #hiatus.max10000 #hiatus.max0 #BCAD1 #cc0 #postbombIntCal13 #cc1Marine13 #cc2SHCal13 #cc3ConstCal #cc4cm #unit0 #normal3 #t.a4 #t.b0 #delta.R0 #d.STD0.95 #prob",NA
25543,4383,9,8713,"false","Specimen dates","13/03/2019","individually dated analysis units",11150,11400,"",NA
25544,4182,5,8803,"true","Fossilva","01/01/2001","LERP",610,3870,"",NA
25545,4182,9,8772,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",650,4220,"Smooth spline age model. Based on IntCal09 calibration curve.",NA
25546,28692,5,15272,"true","Fossitt 1994","","LERP",0,12890,"",NA
25547,28692,9,44,"true","EPD 1","13/03/2019","Bacon",-10,14640,"Based on IntCal13 calibration curve.Bacon command line:Bacon(MULLAG,thick=10,acc.mean=20,d.max=1314,depths.file=TRUE)Bacon settings file:500 #d.min1314 #d.max1 #d.by1 #depths.fileNA #slump20 #acc.mean1.5 #acc.shape0.7 #mem.mean4 #mem.strengthNA #hiatus.depths1000 #hiatus.mean1 #hiatus.shape0 #BCAD1 #cc0 #postbombIntCal13 #cc1Marine13 #cc2SHCal13 #cc3ConstCal #cc4cm #unit0 #normal3 #t.a4 #t.b0 #d.R0 #d.STD0.95 #prob",NA
25548,28695,2,15273,"true","Berthel et al. (2012)","","LERP",-20,12000,"IntCal09",NA
25549,28696,5,8720,"true","C14 BP","01/01/2011","LERP",0,12600,"C14 BP age with Tilia (Grimm)",NA
25550,28696,9,8720,"false","CAL BP","01/01/2011","LERP",0,13500,"CAL BP age with CLAM (Blaauw) sigma 2",NA
25551,28696,9,968,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",-330,20070,"Smooth spline age model. Based on IntCal09 calibration curve.",NA
25552,3898,5,969,"true","EPD default","12/06/1997","LERP",1700,8570,"",NA
25553,3898,9,8772,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",1050,10550,"Smooth spline age model. Based on IntCal09 calibration curve.",NA
25554,28697,9,936,"true","Neotoma 1","14/03/2019","Bacon",700,11600,"Age model based on IntCal13 calibration curve.Bacon command line: Bacon('OCFBB',d.max=158,depths.file=TRUE)Bacon settings: 0 #d.min158 #d.max1 #d.by1 #depths.fileNA #slump100 #acc.mean1.5 #acc.shape0.7 #mem.mean4 #mem.strengthNA #hiatus.depths1000 #hiatus.mean1 #hiatus.shape0 #BCAD1 #ccAge model based on IntCal13 calibration curve.Bacon command line: Bacon('OCFBB',d.max=104,depths.file=TRUE)Bacon settings: 0 #postbombIntCal13 #cc1Marine13 #cc2SHCal13 #cc3ConstCal #cc4cm #unit0 #normal3 #t.a4 #t.b0 #d.R0 #d.STD0.95 #prob",NA
25555,28698,9,936,"true","Neotoma 1","14/03/2019","Bacon",1620,14240,"Age model based on IntCal13 calibration curve.Bacon command line: Bacon('OCFCB',d.max=230,depths.file=TRUE)Bacon settings: 0 #d.min230 #d.max1 #d.by1 #depths.fileNA #slump50 #acc.mean1.5 #acc.shape0.7 #mem.mean4 #mem.strengthNA #hiatus.depths1000 #hiatus.mean1 #hiatus.shape0 #BCAD1 #cc0 #postbombIntCal13 #cc1Marine13 #cc2SHCal13 #cc3ConstCal #cc4cm #unit0 #normal3 #t.a4 #t.b0 #d.R0 #d.STD0.95 #prob",NA
25556,28699,9,936,"true","Neotoma 1","14/03/2019","Bacon",370,16730,"Age model based on IntCal13 calibration curve.Bacon command line: Bacon('OCFKE',d.max=165,depths.file=TRUE)Bacon settings: 0 #d.min165 #d.max1 #d.by1 #depths.fileNA #slump100 #acc.mean1.5 #acc.shape0.7 #mem.mean4 #mem.strengthNA #hiatus.depths1000 #hiatus.mean1 #hiatus.shape0 #BCAD1 #cc0 #postbombIntCal13 #cc1Marine13 #cc2SHCal13 #cc3ConstCal #cc4cm #unit0 #normal3 #t.a4 #t.b0 #d.R0 #d.STD0.95 #prob",NA
25557,28700,5,15272,"true","Fossitt 1994","","LERP",0,12690,"",NA
25558,28700,9,44,"true","EPD 1","15/03/2019","Bacon",-10,14350,"Based on IntCal13 calibration curve.Bacon command line:Bacon(NABRAD,thick=10,acc.mean=20,d.max=1298,depths.file=TRUE)Bacon settings file:562 #d.min1298 #d.max1 #d.by1 #depths.fileNA #slump20 #acc.mean1.5 #acc.shape0.7 #mem.mean4 #mem.strengthNA #hiatus.depths1000 #hiatus.mean1 #hiatus.shape0 #BCAD1 #cc0 #postbombIntCal13 #cc1Marine13 #cc2SHCal13 #cc3ConstCal #cc4cm #unit0 #normal3 #t.a4 #t.b0 #d.R0 #d.STD0.95 #prob",NA
25559,28701,9,8851,"true","Prebble et al. 2019","","OxCal Poisson Depositional Model",-60,1380,"Options() {  Curve=SHCal13.14c; }; Plot() {  P_Sequence(,1,1)  {   Boundary(bottom)   {    z=300;   };   R_Date(ANU 7127, 2775, 40)   {    z=252.5;   };   R_Combine(222 Dates)   {    R_Date(ANU 7126, 1245, 30);    R_Date(ANU 13137, 1140, 30);    z=222.5;   };   R_Combine(192 Dates)   {    R_Date(ANU 7125, 1250, 25);    R_Date(ANU 13136, 1170, 30);    z=192.5;   };   R_Date(ANU 13135, 1110, 30)   {    z=177.5;   };   R_Date(ANU 13134, 860, 30)   {    z=162;   };   R_Date(ANU 13133, 780, 30)   {    z=147.5;   };   R_Date(ANU 7123, 620, 60)   {    z=132.5;   };   R_Date(ANU 13132, 630, 30)   {    z=122.5;   };   R_Date(ANU 7121, 415, 35)   {    z=102.5;   };   R_Date(ANU 13131, 500, 30)   {    z=87.5;   };   R_Date(ANU 7129, 290, 30)   {    z=72.5;   };   Boundary(top)   {    z=0;    C_Date(2008, 2008, 0);   };  }; };",566
25560,28702,9,8851,"true","Prebble et al. 2019","","OxCal Poisson Depositional Model",-60,5370,"Errors for interpolated ages are ± 1σOxCal script:Options() {  Curve=ShCal13.14c; }; Plot() {  P_Sequence(,1,1)  {   Boundary(bottom)   {    z=150;   };   R_Date(Wk-44084,4102,20)   {    z=135;   };   R_Date(Wk-47862,469,19)   {    z=95;   };   R_Date(Wk-48588,389,18)   {    z=75;   };   R_Date(Wk-48587,356,20)   {    z=55;   };   C_Date(Trifolium repens,1940,0)   {    z=11.5;   };   Boundary(top)   {    z=0;    C_Date(2015,2015, 0);   };  }; };",596
25561,28703,9,8851,"true","Prebble et al. 2019","","OxCal Poisson Depositional Model",-60,680,"Oxcal Script:Options() {  Curve=ShCal13.14c; }; Plot() {  P_Sequence(,1,1)  {   Boundary(bottom)   {    z=293;   };   R_Date(Wk-44688,698,20)   {    z=255;   };   R_Date(Wk-46559,478,16)   {    z=245;   };   R_Date(Wk-44087,483,20)   {    z=235;   };   R_Date(Wk-44086,442,20)   {    z=215;   };   R_Date(Wk-46558,485,17)   {    z=185;   };   R_Date(Wk-44085,229,20)   {    z=165;   };   C_Date(Euphorbia peplus 1867,1867,5)   {    z=115;   };   C_Date(Trifolium repens,1940,0)   {    z=70;   };   Boundary(top)   {    z=0;    C_Date(2015,2015, 0);   };  }; };",433
25562,28704,5,8720,"true","C14 BP","01/01/2011","LERP",0,2700,"C14 BP age with Tilia (Grimm)",NA
25563,28704,9,8720,"true","CAL BP","01/01/2011","LERP",100,2800,"CAL BP age with CLAM (Blaauw) sigma 2",NA
25564,28705,5,8720,"true","C14 BP","01/01/2012","LERP",60,10200,"C14 BP age with Tilia (Grimm)",NA
25565,28705,9,8720,"true","CAL BP","01/01/2012","LERP",130,11900,"CAL BP age with CLAM (Blaauw) sigma 2",NA
25566,4199,5,8803,"true","Fossilva","01/01/2001","LERP",0,9530,"",NA
25567,4199,9,8772,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",0,10860,"Linear age model. Based on IntCal09 calibration curve.",NA
25568,4231,5,968,"true","EPD default","09/04/1998","LERP",0,10520,"Only one date, so four control points added according to pollen stratigraphy. The accuracy of control points depends on my ability to translate German so treat with caution. Have contacted author for comments.",NA
25569,4231,9,8772,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",270,10980,"Smooth spline age model. Based on IntCal09 calibration curve.",NA
25570,28706,9,8851,"true","Prebble et al. 2019","","OxCal Poisson Depositional Model",-60,8780,"Hiatus modelled between 1.4-1.8 m. OxCal script:Options() {  Curve=SHcal13.14c; }; Plot() {  P_Sequence(Tukou Core 2,1,1)  {   Boundary(bottom)   {    z=400;   };   R_Date(ANU12099, 7160, 440)   {    z=280;   };   R_Date(UCIG6007, 2235, 20)   {    z=201;   };   R_Date(UCIG17868, 2480, 60)   {    z=181;   };   Boundary(Hiatus Bottom)   {    z=165;   };   R_Date(UCIG17892, 710, 25)   {    z=131;   };   R_Date(OZH279, 575, 40)   {    z=91;   };   C_Date(1800 exotic pollen, 1800, 2)   {    z=62;   };   Boundary (Top)   {    z=0;    C_Date(2002, 2002,0);   };  }; };",565
25571,4092,5,968,"true","EPD default","22/05/1998","LERP",0,10550,"Following control points added: Top - 0yrs 0cm; Subatlantic start 2000 yrs 55cm; Atlantic start 8000yrs 150cm. Have written to authors for comments.",NA
25572,4092,9,8772,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",-20,12810,"Linear age model. Based on IntCal09 calibration curve.",NA
25573,28707,9,NA,"true","Kirby et al., 2013","","Bacon 2.2",9690,30760,"",NA
25574,28709,2,5047,"true","Namu","","BP",6400,6690,"Earliest date of shell midden deposits years cal. BP",NA
25575,28710,3,15341,"true","31Wr4b","","based on cultural material recovered",1850,1830,"Although a few of the burials have the early form of straight pin, most also had the later, single piece version, suggesting that the cemetery largely dates after 1835, a date confirmed by the association of Prosser buttons with one infant burial. Prosser buttons were first manufactured in England by Richard Prosser in 1840 and a year later in America by his brother Thomas (Sprague2002). However, no safety pins were recovered from any burials; safety pins were patented in 1849 (Kane 1997) and presumably became fairly readily available within the next decade. Together, these artifact dates place the use of the cemetery around 1830-1850 ± 10 years, in the years just preceding the Civil War. (Lambert 2006)",NA
25576,28711,2,9599,"true","Tinner et al. (2009)","","General Additive Model according to Heegard et al. (2005)",-55,10200,"IntCal04",NA
25578,28712,9,44,"true","Neotoma 1","21/03/2019","individually dated analysis unit",13850,15260,"",NA
25579,28713,9,44,"true","Neotoma 1","21/03/2019","individually dated analysis unit",13360,20250,"Age range is between the means of the start and end boundaries from the OxCal phase model. The very long tails of the boundary probability function distributions are probably not realiistc.   Options() {  BCAD=FALSE;  Curve(IntCal13,IntCal13.14c); }; Sequence()  {   Boundary(Start);   Phase()   {    R_Date(Beta-31314,13140,380);    R_Date(Beta-31315,14910,100);   };   Boundary(End);  };",NA
25580,28714,9,44,"true","Neotoma 1","21/03/2019","individually dated analysis unit",19460,20320,"Based on IntCal13 calibration curve.",NA
25581,28715,9,44,"true","Neotoma 1","21/03/2019","individually dated analysis unit",17980,18980,"Based on IntCal13l calibration curve.",NA
25582,28716,9,44,"true","Neotoma 1","21/03/2019","individually dated analysis unit",1630,2110,"Based on IntCal13l calibration curve.",NA
25583,3998,5,968,"true","EPD default","27/05/1998","LERP",8750,13140,"",NA
25584,3998,9,8772,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",9830,15140,"Linear age model. Based on IntCal09 calibration curve.",NA
25585,4136,5,969,"true","EPD default","12/06/1997","LERP",4490,9730,"",NA
25586,4136,5,8803,"false","Fossilva","01/01/2001","LERP",160,9900,"Top taken as modern and used a mean value for the two lower overlapping dates.",NA
25587,4136,9,8772,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",470,10860,"Smooth spline age model. Based on IntCal09 calibration curve.",NA
25588,3994,5,8803,"true","Fossilva","01/01/2001","LERP",220,9450,"Chronology very provisional based on regional pollen stratigraphy in Berglund et al. (1996).",NA
25589,3994,9,8772,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",140,13280,"Linear age model. Based on IntCal09 calibration curve.",NA
25590,28717,5,8720,"true","C14, THL, USE BP","01/01/2012","LERP",4700,142100,"C14, THL, USE age BP with Tilia (Grimm)",NA
25591,28717,9,8720,"true","CAL, THL, USE BP","01/01/2012","LERP",4700,142300,"CAL, THL, USE age BP with CLAM (Blaauw) sigma 2",NA
25592,3999,5,8803,"true","Fossilva","01/01/2001","LERP",0,7100,"",NA
25593,4000,5,8803,"true","Fossilva","01/01/2001","LERP",0,9020,"Chronology very provisional based on regional pollen stratigraphy in Berglund et al. (1996).",NA
25594,28718,9,44,"true","Neotoma 1","22/03/2019","individually dated analysis unit",1610,1950,"Based on IntCal13l calibration curve.",NA
25595,28719,9,44,"true","Neotoma 1","22/03/2019","individually dated analysis unit",2540,2930,"Based on IntCal13l calibration curve.",NA
25596,28720,9,44,"true","Neotoma 1","22/03/2019","individually dated analysis unit",18280,18750,"Based on IntCal13l calibration curve.",NA
25597,28721,9,44,"true","Neotoma 1","22/03/2019","individually dated analysis unit",23710,24120,"Based on IntCal13l calibration curve.",NA
25598,28722,9,44,"true","Neotoma 1","22/03/2019","individually dated analysis unit",19630,20220,"Based on IntCal13l calibration curve.",NA
25599,6145,9,44,"true","Neotoma 1","23/03/2019","OxCal phase model",288,673,"Age bounds are the 68.2% older and younger limits of the boundary start and end distributions.OxCal script: Options() {  BCAD=FALSE;  Curve(IntCal13,IntCal13.14c); }; Sequence() {  Boundary(Start);  Phase()  {   R_Date(Beta-32292/ETH-5666,405,60);   R_Date(Beta-32293/ETH-5667,355,60);   R_Date(Beta-32294/ETH-5668,590,65);   R_Date(Beta-32295/ETH-5669,405,65);  };  Boundary(End); };",NA
25600,3810,5,969,"true","EPD default","15/06/1997","LERP",6110,11380,"",NA
25601,3810,5,8803,"false","Fossilva","01/01/2001","LERP",4090,11380,"One control point added to bring in line with the regional pollen stratigraphy.",NA
25602,3810,9,8772,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",230,13380,"Smooth spline age model. Based on IntCal09 calibration curve.",NA
25603,4286,5,969,"true","EPD","01/03/1995","LERP",3850,11560,"Check the interpolated date for the top with the diagramme.",NA
25604,4286,9,8772,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",3840,13580,"Smooth spline age model. Based on IntCal09 calibration curve.",NA
25605,28723,9,NA,"true","Anderson et al. 2018","04/05/2018","clam",-60,13360,"Settings (square brackets give names of the constants)Calibration curve: IntCal13.14CAge-depth model: smooth spline [type=4] with spar = 0.3 [smooth]Weighted by the calibrated probabilities [wghts=1]Calculations at 95% confidence ranges [prob=0.95]Amount of iterations: 10000 [its]Calendar age point estimates for depths based on weighted average of all age-depth curves [est=1]Calendar scale used: cal BP [BCAD=FALSE] at a resolution of 1 yr [yrsteps]Ages were calculated every 1 [every] cm [depth], from 0 [dmin] to 757 [dmax] cmSlumps were excised from 34.5 to 35 cm and 72 to 73 cm and 94 to 94.5 cm and 107.5 to 108 cm and 132.5 to 133 cm and 136 to 136.5 cm and 145.7 to 146 cm and 183 to 183.5 cm and 186 to 187.5 cm and 189.5 to 190 cm and 197.5 to 198.5 cm and 205 to 206 cm and 214.5 to 215.5 cm and 229 to 230 cm and 234.8 to 235.2 cm and 243 to 244 cm and 247.2 to 247.6 cm and 259 to 277 cm and 285.4 to 285.7 cm and 295.6 to 296.9 cm and 305 to 307.4 cm and 309.6 to 310.2 cm and 330 to 350.5 cm and 352 to 355.5 cm and 355.7 to 360 cm and 369.5 to 370.8 cm and 372.5 to 374.7 cm and 378.5 to 378.9 cm and 386.6 to 388.5 cm and 392.3 to 393 cm and 400 to 400.8 cm and 403 to 403.5 cm and 404.2 to 404.5 cm and 413.3 to 414.1 cm and 418.5 to 421 cm and 421.5 to 424 cm and 434.4 to 434.8 cm and 436.7 to 437.1 cm and 452.3 to 452.7 cm and 486.5 to 493.6 cm and 499.5 to 500.3 cm and 507 to 507.7 cm and 509.4 to 510.9 cm and 511.8 to 512.8 cm and 516.9 to 518 cm and 523 to 524 cm and 533 to 533.5 cm and 535 to 535.4 cm and 539 to 539.7 cm and 543.5 to 544 cm and 550.6 to 551.5 cm and 561.2 to 561.8 cm and 572.5 to 573.7 cm and 589.2 to 590.4 cm and 613.7 to 614 cm and 627 to 627.5 cm and 629 to 631.5 cm and 638 to 639 cm and 639.5 to 640.2 cm and 640.9 to 641.8 cm and 644.2 to 645 cm and 675.7 to 676.2 cm and 677.6 to 678.2 cm and 678.6 to 679.1 cm and 680.6 to 681 cm and 682.9 to 683.8 cm and 698.3 to 698.8 cm and 705.9 to 706.2 cm and 716.3 to 716.8 cm and 731 to 731.5 cm and 734.4 to 735.9 cm and 739.7 to 740.8 cm and 741.5 to 742.3 cm Goodness-of-fit (-log, lower is better):  15.15 Any models with age-depth reversals were removedProduced Fri May  4 16:42:25 2018",NA
25606,4326,5,969,"false","EPD default","12/06/1997","LERP",-1840,7980,"",NA
25607,4326,5,8803,"true","Fossilva","01/01/2001","LERP",0,7980,"Top taken as modern in this chronology.",NA
25608,4326,9,8772,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",-10,8910,"Smooth spline age model. Based on IntCal09 calibration curve.",NA
25609,3990,5,968,"true","EPD default","08/04/1998","Cubic spline",11320,13210,"Dates used from higher in the core to extrapolate the data.",NA
25610,3990,9,8772,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",13970,16000,"Smooth spline age model. Based on IntCal09 calibration curve.",NA
25611,4237,5,1303,"true","Author's preferred","17/12/1997","LERP",0,8700,"The top is estmated at 0 and the date at 720 cm is rejected.",NA
25612,4237,9,8772,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",-170,9960,"Smooth spline age model. Based on IntCal09 calibration curve.",NA
25613,28724,5,14109,"true","APD 1","17/05/2001","LERP",0,11840,"",NA
25614,28724,9,44,"true","APD 2","25/03/2019","Bacon",-20,13400,"Based on IntCal13 calibration curve.Bacon command line:Bacon(BADDA,thick=5,acc.mean=60,d.max=295.5,depths.file=TRUE)Bacon settings file:0 #d.min295.5 #d.max1 #d.by1 #depths.fileNA #slump60 #acc.mean1.5 #acc.shape0.7 #mem.mean4 #mem.strengthNA #hiatus.depths1000 #hiatus.mean1 #hiatus.shape0 #BCAD1 #cc0 #postbombIntCal13 #cc1Marine13 #cc2SHCal13 #cc3ConstCal #cc4cm #unit0 #normal3 #t.a4 #t.b0 #d.R0 #d.STD0.95 #prob",NA
25615,4154,5,969,"true","EPD default","12/01/1996","LERP",0,3570,"",NA
25616,4154,9,8803,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",-10,3820,"Linear age model. Based on IntCal09 calibration curve.",NA
25617,28725,9,936,"true","Neotoma 1","25/03/2019","Bacon",-50,10290,"Age model based on IntCal13 calibration curve.Bacon command line: Bacon('BC2',d.max=325,depths.file=TRUE)Bacon settings: 0 #d.min325 #d.max1 #d.by1 #depths.fileNA #slump20 #acc.mean1.5 #acc.shape0.7 #mem.mean4 #mem.strengthNA #hiatus.depths1000 #hiatus.mean1 #hiatus.shape0 #BCAD1 #cc0 #postbombIntCal13 #cc1Marine13 #cc2SHCal13 #cc3ConstCal #cc4cm #unit0 #normal3 #t.a4 #t.b0 #d.R0 #d.STD0.95 #prob",NA
25618,28726,2,15350,"true","Noti et al. (2009)","","GAM according to Heegard et al. (2005)",-55,7400,"IntCal04",NA
25619,28727,2,13848,"true","Cal. yr BP","","Smoothing spline with CLAM",-60,11250,"IntCal13",NA
25620,28728,9,14097,"true","EISx-3","","individually dated analysis unit",2720,2890,"Earliest date of shell midden deposits year cal. BP (Burchell et al. 2013)",NA
25621,28729,9,NA,"true","Layer 11","","individually dated analysis unit",6409,6538,"Rejected dates include those that fall off the trend defined by other nearby dates1, dates with large uncertainty, and dates obtained on bone samples prior to the development of appropriate pre-treatment methods for collagen extraction and purification. All samples from Layer 11, Block E1B and Layer 13, Block E3C were removed from analysis due to age reversals likely due to reworking as discussed in the text. (Commendador & Finney 2016)",NA
25622,28729,9,14108,"false","Layer 13","","individually dated analysis unit",1823,1931,"",NA
25623,28729,9,14108,"false","Layer 14.1","","individually dated analysis unit",3211,3364,"",NA
25624,28729,9,14108,"false","Layer 14.2","","individually dated analysis unit",6645,6787,"",NA
25625,28729,9,14108,"false","Layer 14.3","","individually dated analysis unit",6799,6976,"",NA
25626,28729,9,NA,"false","Layer 16.1","","individually dated analysis unit",7422,8773,"Rejected dates include those that fall off the trend defined by other nearby dates1, dates with large uncertainty, and dates obtained on bone samples prior to the development of appropriate pre-treatment methods for collagen extraction and purification. All samples from Layer 11, Block E1B and Layer 13, Block E3C were removed from analysis due to age reversals likely due to reworking as discussed in the text. (Butler 1968)",NA
25627,28729,9,14108,"false","Layer 16.2","","individually dated analysis unit",8774,8998,"",NA
25628,28729,9,14108,"false","Layer 18","","individually dated analysis unit",9549,9680,"",NA
25629,28729,9,14108,"false","Base","","individually dated analysis unit",9917,10177,"",NA
25630,28730,5,NA,"true","APD 1","01/01/2004","LERP",-30,5000,"",NA
25631,28730,9,44,"true","APD 2","26/03/2019","LERP",-30,5760,"Given the uncertainty in the chronology controls, a more sophisticate age model is probably not warranted.",NA
25632,28731,5,NA,"true","APD 1","","LERP",160,7920,"",NA
25633,28731,9,44,"true","APD 2","27/03/2019","Bacon",160,8780,"Based on IntCal13 calibration curve.Bacon command line:Bacon(DANKA,thick=5,acc.mean=35,depths.file=TRUE)Bacon settings file:0 #d.min240 #d.max1 #d.by1 #depths.fileNA #slump35 #acc.mean1.5 #acc.shape0.7 #mem.mean4 #mem.strengthNA #hiatus.depths1000 #hiatus.mean1 #hiatus.shape0 #BCAD1 #cc0 #postbombIntCal13 #cc1Marine13 #cc2SHCal13 #cc3ConstCal #cc4cm #unit0 #normal3 #t.a4 #t.b0 #d.R0 #d.STD0.95 #prob",NA
25634,28732,2,9089,"true","Colombaroli et al. (2007)","","Lowess",0,7000,"IntCal04",NA
25635,28733,2,9089,"true","Colombaroli et al. (2007)","","Lowess",0,7000,"IntCal04",NA
25636,3868,5,969,"true","EPD","28/05/1998","LERP",420,15000,"The authors reject the date 8900 and suggest a hiatus at 392-395 which corresponds to ca 12000-5000 BP.",NA
25637,3868,9,8772,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",460,19210,"Linear age model. Based on IntCal09 calibration curve.",NA
25638,28734,2,9089,"true","Cal. yr BP","","Cubic splines within GAM envelope",50,11600,"IntCal04",NA
25639,4342,5,969,"true","EPD default","16/06/1997","LERP",1020,8260,"",NA
25640,4342,5,8803,"false","Fossilva","01/01/2001","LERP",890,8260,"Top taken as modern.",NA
25641,4125,5,8803,"true","Fossilva","01/01/2001","LERP",0,9240,"",NA
25642,4125,9,8803,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",-20,10620,"Linear age model. Based on IntCal09 calibration curve.",NA
25643,15108,9,44,"true","SKOPE","27/03/2019","Bacon",-50,13940,"Based on IntCal13 calibration curve.Bacon command line:Bacon(HUNTERS,thick=5,acc.mean=35,d.max=390,depths.file=TRUE)Bacon settings file:0 #d.min390 #d.max1 #d.by1 #depths.fileNA #slump35 #acc.mean1.5 #acc.shape0.7 #mem.mean4 #mem.strengthNA #hiatus.depths1000 #hiatus.mean1 #hiatus.shape0 #BCAD1 #cc0 #postbombIntCal13 #cc1Marine13 #cc2SHCal13 #cc3ConstCal #cc4cm #unit0 #normal3 #t.a4 #t.b0 #d.R0 #d.STD0.95 #prob",NA
25644,15350,9,44,"true","SKOPE","27/03/2019","Bacon",-50,12100,"Based on IntCal13 calibration curve.Bacon command line:Bacon(CHIHUAHU,thick=5,acc.mean=30,d.max=444,depths.file=TRUE)Bacon settings file:0 #d.min443.5 #d.max1 #d.by1 #depths.fileNA #slump50 #acc.mean1.5 #acc.shape0.7 #mem.mean4 #mem.strengthNA #hiatus.depths1000 #hiatus.mean1 #hiatus.shape0 #BCAD1 #cc0 #postbombIntCal13 #cc1Marine13 #cc2SHCal13 #cc3ConstCal #cc4cm #unit0 #normal3 #t.a4 #t.b0 #d.R0 #d.STD0.95 #prob",NA
25645,3989,5,969,"false","EPD default","16/06/1997","LERP",1890,13200,"The date at 175cm seems to be dubious and was rejected.",NA
25646,3989,5,968,"true","Oak Default","30/03/1998","Cubic spline",1640,11270,"Date at 175.5 cm rejected. .",NA
25647,3989,9,8772,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",1000,13890,"Smooth spline age model. Based on IntCal09 calibration curve.",NA
